"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state","Agency_Type","vio_crime","prop_crime","Agency","State.y","city_state.x","Source.Link","Source.Type","Source.Method","Population","pop23","Agency_Type.x","Latitude","Longitude","Comment","X","X.1","X.2","ori","pub_agency_name","state_abbr","city_state.y","region_name","division_name","population","Agency_Type.y","State"
"Commerce City,CO,City","Commerce City",0,2,6,35,17,98,45,2023,10,"CO","Commerce City,CO","City",43,160,"Commerce City","CO","Commerce City, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",65817,67851,"City",NA,NA,"","","",NA,"CO0010300","Commerce City","CO","Commerce City ,CO","West","Mountain",67851,"City","West"
"Concord,CA,City","Concord",1,5,19,18,29,242,71,2017,2,"CA","Concord,CA","City",43,342,"Concord","CA","Concord, CA","https://www.cityofconcord.org/1197/2024-Crime-Statistics","Agency Aggregated","Open Source",122982,121331,"City",NA,NA,"","","",NA,"CA0070400","Concord","CA","Concord ,CA","West","Pacific",121331,"City","West"
"Concord,NC,City","Concord",0,0,5,8,43,139,4,2017,1,"NC","Concord,NC","City",13,186,"Concord","NC","Concord, NC","From NC","State UCR","Provided by State UCR Program",NA,111915,"City",NA,NA,"","","",NA,"NC0130100","Concord","NC","Concord ,NC","South","South Atlantic",111915,"City","South"
"Conroe,TX,City","Conroe",1,3,4,6,17,117,24,2017,2,"TX","Conroe,TX","City",14,158,"Conroe","TX","Conroe, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",98623,106904,"City",NA,NA,"","","",NA,"TX1700100","Conroe","TX","Conroe ,TX","South","West South Central",106904,"City","South"
"Coon Rapids,MN,City","Coon Rapids",0,2,1,4,18,110,5,2017,1,"MN","Coon Rapids,MN","City",7,133,"Coon Rapids","MN","Coon Rapids, MN","https://cde.state.mn.us/","State UCR","Open Source",63181,62391,"City",NA,NA,"","","",NA,"MN0020500","Coon Rapids","MN","Coon Rapids ,MN","Midwest","West North Central",62391,"City","Midwest"
"Corpus Christi,TX,City","Corpus Christi",2,25,44,115,153,779,52,2017,1,"TX","Corpus Christi,TX","City",186,984,"Corpus Christi","TX","Corpus Christi, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",317694,315340,"City",NA,NA,"","","",NA,"TX1780200","Corpus Christi","TX","Corpus Christi ,TX","South","West South Central",315340,"City","South"
"Cranston,RI,City","Cranston",0,1,0,3,16,63,4,2017,2,"RI","Cranston,RI","City",4,83,"Cranston","RI","Cranston, RI","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",82205,82484,"City",NA,NA,"","","",NA,"RI0040200","Cranston","RI","Cranston ,RI","Northeast","New England",82484,"City","Northeast"
"Dallas,TX,City","Dallas",16,58,403,419,943,2164,700,2017,1,"TX","Dallas,TX","City",896,3807,"Dallas","TX","Dallas, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",1286121,1304989,"City",NA,NA,"","","",NA,"TXDPD0000","Dallas","TX","Dallas ,TX","South","West South Central",1304989,"City","South"
"Danbury,CT,City","Danbury",0,3,2,4,4,68,13,2021,8,"CT","Danbury,CT","City",9,85,"Danbury","CT","Danbury, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",87164,87327,"City",NA,NA,"","","",NA,"CT0003400","Danbury","CT","Danbury ,CT","Northeast","New England",87327,"City","Northeast"
"Decatur,IL,City","Decatur",0,3,13,24,44,92,37,2023,11,"IL","Decatur,IL","City",40,173,"Decatur","IL","Decatur, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68789,68301,"City",NA,NA,"","","",NA,"IL0580200","Decatur","IL","Decatur ,IL","Midwest","East North Central",68301,"City","Midwest"
"Denton,TX,City","Denton",0,12,3,21,51,170,20,2017,1,"TX","Denton,TX","City",36,241,"Denton","TX","Denton, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",154230,155215,"City",NA,NA,"","","",NA,"TX0610200","Denton","TX","Denton ,TX","South","West South Central",155215,"City","South"
"Denton,TX,County","Denton",0,1,0,4,9,24,5,2017,1,"TX","Denton,TX","County",5,38,"Denton","TX","Denton, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",160587,160587,"County",NA,NA,"","","",NA,"TX0610000","Denton","TX","Denton ,TX","South","West South Central",160587,"County","South"
"Denver,CO,City","Denver",5,70,114,323,341,1697,500,2018,7,"CO","Denver,CO","City",512,2538,"Denver","CO","Denver, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",705264,712222,"City",NA,NA,"","","",NA,"CODPD0000","Denver","CO","Denver ,CO","West","Mountain",712222,"City","West"
"Desoto,TX,City","Desoto",0,5,10,2,25,81,16,2017,2,"TX","Desoto,TX","City",17,122,"Desoto","TX","Desoto, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",55956,56257,"City",NA,NA,"","","",NA,"TX0570800","Desoto","TX","Desoto ,TX","South","West South Central",56257,"City","South"
"Detroit,MI,City","Detroit",23,62,155,809,302,771,483,2020,9,"MI","Detroit,MI","City",1049,1556,"Detroit","MI","Detroit, MI","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",626757,615501,"City",NA,NA,"","","",NA,"MI8234900","Detroit","MI","Detroit ,MI","Midwest","East North Central",615501,"City","Midwest"
"Douglas,CO,County","Douglas",1,26,1,10,43,133,23,2017,1,"CO","Douglas,CO","County",38,199,"Douglas","CO","Douglas, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,219477,"County",NA,NA,"","","",NA,"CO0180000","Douglas","CO","Douglas ,CO","West","Mountain",219477,"County","West"
"Duluth,MN,City","Duluth",1,2,4,8,31,239,20,2017,2,"MN","Duluth,MN","City",15,290,"Duluth","MN","Duluth, MN","https://cde.state.mn.us/","State UCR","Open Source",86144,86570,"City",NA,NA,"","","",NA,"MN0690600","Duluth","MN","Duluth ,MN","Midwest","West North Central",86570,"City","Midwest"
"Dunwoody,GA,City","Dunwoody",0,1,3,7,10,159,11,2023,10,"GA","Dunwoody,GA","City",11,180,"Dunwoody","GA","Dunwoody, GA","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",50271,52505,"City",NA,NA,"","","",NA,"GA0447100","Dunwoody","GA","Dunwoody ,GA","South","South Atlantic",52505,"City","South"
"Durham,NC,City","Durham",2,4,75,67,172,538,43,2017,2,"NC","Durham,NC","City",148,753,"Durham","NC","Durham, NC","From NC","State UCR","Provided by State UCR Program",NA,295788,"City",NA,NA,"","","",NA,"NC0320100","Durham","NC","Durham ,NC","South","South Atlantic",295788,"City","South"
"Eagan,MN,City","Eagan",0,1,2,2,7,63,1,2017,2,"MN","Eagan,MN","City",5,71,"Eagan","MN","Eagan, MN","https://cde.state.mn.us/","State UCR","Open Source",68518,66943,"City",NA,NA,"Inferred Aug 2020 from annual average","","",NA,"MN0190800","Eagan","MN","Eagan ,MN","Midwest","West North Central",66943,"City","Midwest"
"East Hartford,CT,City","East Hartford",0,0,1,3,5,61,22,2024,4,"CT","East Hartford,CT","City",4,88,"East Hartford","CT","East Hartford, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50579,50625,"City",NA,NA,"","","",NA,"CT0004300","East Hartford","CT","East Hartford ,CT","Northeast","New England",50625,"City","Northeast"
"Eden Prairie,MN,City","Eden Prairie",0,0,0,0,0,37,2,2017,1,"MN","Eden Prairie,MN","City",0,39,"Eden Prairie","MN","Eden Prairie, MN","https://cde.state.mn.us/","State UCR","Open Source",62008,61645,"City",NA,NA,"","","",NA,"MN0272600","Eden Prairie","MN","Eden Prairie ,MN","Midwest","West North Central",61645,"City","Midwest"
"Edina,MN,City","Edina",0,0,1,0,5,52,1,2017,1,"MN","Edina,MN","City",1,58,"Edina","MN","Edina, MN","https://cde.state.mn.us/","State UCR","Open Source",53206,51980,"City",NA,NA,"","","",NA,"MN0270600","Edina","MN","Edina ,MN","Midwest","West North Central",51980,"City","Midwest"
"Edinburg,TX,City","Edinburg",0,0,1,11,32,208,14,2017,2,"TX","Edinburg,TX","City",12,254,"Edinburg","TX","Edinburg, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",104987,106137,"City",NA,NA,"","","",NA,"TX1080400","Edinburg","TX","Edinburg ,TX","South","West South Central",106137,"City","South"
"El Cajon,CA,City","El Cajon",0,4,12,31,27,124,31,2020,2,"CA","El Cajon,CA","City",47,182,"El Cajon","CA","El Cajon, CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",104693,103569,"City",NA,NA,"","","",NA,"CA0370500","El Cajon","CA","El Cajon ,CA","West","Pacific",103569,"City","West"
"El Paso,CO,County","El Paso",0,24,1,20,35,162,18,2017,1,"CO","El Paso,CO","County",45,215,"El Paso","CO","El Paso, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,207095,"County",NA,NA,"","","",NA,"CO0210000","El Paso","CO","El Paso ,CO","West","Mountain",207095,"County","West"
"El Paso,TX,City","El Paso",3,28,36,153,91,894,71,2017,1,"TX","El Paso,TX","City",220,1056,"El Paso","TX","El Paso, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",678232,676665,"City",NA,NA,"","","",NA,"TX0710200","El Paso","TX","El Paso ,TX","South","West South Central",676665,"City","South"
"El Paso,TX,County","El Paso",0,6,1,18,22,43,6,2017,1,"TX","El Paso,TX","County",25,71,"El Paso","TX","El Paso, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,116599,"County",NA,NA,"","","",NA,"TX0710000","El Paso","TX","El Paso ,TX","South","West South Central",116599,"County","South"
"Erie,PA,City","Erie",2,3,11,15,30,109,11,2017,1,"PA","Erie,PA","City",31,150,"Erie","PA","Erie, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",93363,92920,"City",NA,NA,"","","",NA,"PA0250200","Erie","PA","Erie ,PA","Northeast","Middle Atlantic",92920,"City","Northeast"
"Escondido,CA,City","Escondido",0,4,13,32,33,159,36,2020,9,"CA","Escondido,CA","City",49,228,"Escondido","CA","Escondido, CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",150072,149837,"City",NA,NA,"","","",NA,"CA0370600","Escondido","CA","Escondido ,CA","West","Pacific",149837,"City","West"
"Eugene,OR,City","Eugene",1,11,10,16,94,360,47,2017,1,"OR","Eugene,OR","City",38,501,"Eugene","OR","Eugene, OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",175390,178191,"City",NA,NA,"","","",NA,"OR0200200","Eugene","OR","Eugene ,OR","West","Pacific",178191,"City","West"
"Euless,TX,City","Euless",0,0,2,2,12,71,22,2017,1,"TX","Euless,TX","City",4,105,"Euless","TX","Euless, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59901,59722,"City",NA,NA,"","","",NA,"TX2200900","Euless","TX","Euless ,TX","South","West South Central",59722,"City","South"
"Evanston,IL,City","Evanston",0,0,0,2,27,96,6,2017,1,"IL","Evanston,IL","City",2,129,"Evanston","IL","Evanston, IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",76259,74413,"City",NA,NA,"","","",NA,"IL0163200","Evanston","IL","Evanston ,IL","Midwest","East North Central",74413,"City","Midwest"
"Fairfield,CT,City","Fairfield",0,0,0,0,7,45,3,2025,2,"CT","Fairfield,CT","City",0,55,"Fairfield","CT","Fairfield, CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",62270,63588,"City",NA,NA,"","","",NA,"CT0005100","Fairfield","CT","Fairfield ,CT","Northeast","New England",63588,"City","Northeast"
"Fargo,ND,City","Fargo",0,11,8,15,28,225,34,2017,1,"ND","Fargo,ND","City",34,287,"Fargo","ND","Fargo, ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,134268,"City",NA,NA,"","","",NA,"ND0090200","Fargo","ND","Fargo ,ND","Midwest","West North Central",134268,"City","Midwest"
"Fayetteville,NC,City","Fayetteville",2,11,22,64,137,435,34,2017,2,"NC","Fayetteville,NC","City",99,606,"Fayetteville","NC","Fayetteville, NC","From NC","State UCR","Provided by State UCR Program",NA,209262,"City",NA,NA,"","","",NA,"NC0260100","Fayetteville","NC","Fayetteville ,NC","South","South Atlantic",209262,"City","South"
"Flower Mound,TX,City","Flower Mound",0,1,1,3,3,40,0,2017,1,"TX","Flower Mound,TX","City",5,43,"Flower Mound","TX","Flower Mound, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",78167,79513,"City",NA,NA,"","","",NA,"TX0611200","Flower Mound","TX","Flower Mound ,TX","South","West South Central",79513,"City","South"
"Forsyth,NC,County","Forsyth",0,0,1,15,39,168,12,2017,1,"NC","Forsyth,NC","County",16,219,"Forsyth","NC","Forsyth, NC","From NC","State UCR","Provided by State UCR Program",NA,111773,"County",NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","",NA,"NC0340000","Forsyth","NC","Forsyth ,NC","South","South Atlantic",111773,"County","South"
"Fort Bend,TX,County","Fort Bend",1,7,14,48,75,257,13,2017,1,"TX","Fort Bend,TX","County",70,345,"Fort Bend","TX","Fort Bend, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,578695,"County",NA,NA,"","","",NA,"TX0790000","Fort Bend","TX","Fort Bend ,TX","South","West South Central",578695,"County","South"
"Fort Collins,CO,City","Fort Collins",0,4,4,20,56,340,16,2017,3,"CO","Fort Collins,CO","City",28,412,"Fort Collins","CO","Fort Collins, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168045,168886,"City",NA,NA,"","","",NA,"CO0350300","Fort Collins","CO","Fort Collins ,CO","West","Mountain",168886,"City","West"
"Fort Worth,TX,City","Fort Worth",5,34,82,194,355,1501,212,2017,2,"TX","Fort Worth,TX","City",315,2068,"Fort Worth","TX","Fort Worth, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",948605,973722,"City",NA,NA,"","","",NA,"TX2201200","Fort Worth","TX","Fort Worth ,TX","South","West South Central",973722,"City","South"
"Frisco,TX,City","Frisco",0,4,1,5,22,130,8,2017,2,"TX","Frisco,TX","City",10,160,"Frisco","TX","Frisco, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",218962,228527,"City",NA,NA,"","","",NA,"TX0430400","Frisco","TX","Frisco ,TX","South","West South Central",228527,"City","South"
"Galveston,TX,City","Galveston",0,6,5,4,36,87,8,2017,1,"TX","Galveston,TX","City",15,131,"Galveston","TX","Galveston, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52920,52810,"City",NA,NA,"","","",NA,"TX0840400","Galveston","TX","Galveston ,TX","South","West South Central",52810,"City","South"
"Garland,TX,City","Garland",3,5,39,27,125,491,71,2017,1,"TX","Garland,TX","City",74,687,"Garland","TX","Garland, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",241095,240051,"City",NA,NA,"","","",NA,"TX0571100","Garland","TX","Garland ,TX","South","West South Central",240051,"City","South"
"Gastonia,NC,City","Gastonia",0,2,14,26,61,262,21,2017,1,"NC","Gastonia,NC","City",42,344,"Gastonia","NC","Gastonia, NC","From NC","State UCR","Provided by State UCR Program",NA,83739,"City",NA,NA,"","","",NA,"NC0360600","Gastonia","NC","Gastonia ,NC","South","South Atlantic",83739,"City","South"
"Georgetown,TX,City","Georgetown",0,3,0,3,4,37,3,2017,1,"TX","Georgetown,TX","City",6,44,"Georgetown","TX","Georgetown, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",83371,87871,"City",NA,NA,"","","",NA,"TX2460200","Georgetown","TX","Georgetown ,TX","South","West South Central",87871,"City","South"
"Gilbert,AZ,City","Gilbert",1,4,0,20,23,145,13,2020,6,"AZ","Gilbert,AZ","City",25,181,"Gilbert","AZ","Gilbert, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",277123,278495,"City",NA,NA,"","","",NA,"AZ0071100","Gilbert","AZ","Gilbert ,AZ","West","Mountain",278495,"City","West"
"Glendale,CA,City","Glendale",0,2,7,19,37,257,45,2024,3,"CA","Glendale,CA","City",28,339,"Glendale","CA","Glendale, CA","https://www.glendaleca.gov/government/departments/police-department/community-outreach-resources-and-engagement-c-o-r-e/crime-prevention-programs-resources/crime-statistics-booking-logs","Agency Aggregated","Open Source",188599,185923,"City",NA,NA,"","","",NA,"CA0192500","Glendale","CA","Glendale ,CA","West","Pacific",185923,"City","West"
"Goodyear,AZ,City","Goodyear",0,3,0,6,21,137,14,2021,10,"AZ","Goodyear,AZ","City",9,172,"Goodyear","AZ","Goodyear, AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",107212,109929,"City",NA,NA,"","","",NA,"AZ0071500","Goodyear","AZ","Goodyear ,AZ","West","Mountain",109929,"City","West"
"Grand Forks,ND,City","Grand Forks",0,2,0,5,28,95,10,2017,1,"ND","Grand Forks,ND","City",7,133,"Grand Forks","ND","Grand Forks, ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,58470,"City",NA,NA,"","","",NA,"ND0180100","Grand Forks","ND","Grand Forks ,ND","Midwest","West North Central",58470,"City","Midwest"
"Grand Island,NE,City","Grand Island",0,2,0,10,32,87,7,2017,2,"NE","Grand Island,NE","City",12,126,"Grand Island","NE","Grand Island, NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",51733,52264,"City",NA,NA,"","","",NA,"NB0400100","Grand Island","NE","Grand Island ,NE","Midwest","West North Central",52264,"City","Midwest"
"Grand Junction,CO,City","Grand Junction",0,2,1,26,31,226,39,2020,6,"CO","Grand Junction,CO","City",29,296,"Grand Junction","CO","Grand Junction, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",68126,69240,"City",NA,NA,"","","",NA,"CO0390100","Grand Junction","CO","Grand Junction ,CO","West","Mountain",69240,"City","West"
"Grand Prairie,TX,City","Grand Prairie",1,9,13,20,38,264,30,2017,2,"TX","Grand Prairie,TX","City",43,332,"Grand Prairie","TX","Grand Prairie, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",199663,205487,"City",NA,NA,"","","",NA,"TX0571200","Grand Prairie","TX","Grand Prairie ,TX","South","West South Central",205487,"City","South"
"Grand Rapids,MI,City","Grand Rapids",3,15,24,123,55,305,62,2017,3,"MI","Grand Rapids,MI","City",165,422,"Grand Rapids","MI","Grand Rapids, MI","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196662,196019,"City",NA,NA,"","","",NA,"MI4143600","Grand Rapids","MI","Grand Rapids ,MI","Midwest","East North Central",196019,"City","Midwest"
"Grapevine,TX,City","Grapevine",0,0,1,7,8,100,12,2017,1,"TX","Grapevine,TX","City",8,120,"Grapevine","TX","Grapevine, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",50988,51458,"City",NA,NA,"","","",NA,"TX2201300","Grapevine","TX","Grapevine ,TX","South","West South Central",51458,"City","South"
"Greeley,CO,City","Greeley",0,5,8,40,31,159,17,2020,7,"CO","Greeley,CO","City",53,207,"Greeley","CO","Greeley, CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",109258,109183,"City",NA,NA,"","","",NA,"CO0620200","Greeley","CO","Greeley ,CO","West","Mountain",109183,"City","West"
"Greensboro,NC,City","Greensboro",2,6,43,112,192,571,47,2017,1,"NC","Greensboro,NC","City",163,810,"Greensboro","NC","Greensboro, NC","From NC","State UCR","Provided by State UCR Program",NA,303237,"City",NA,NA,"","","",NA,"NC0410200","Greensboro","NC","Greensboro ,NC","South","South Atlantic",303237,"City","South"
"Greenville,NC,City","Greenville",0,3,7,18,44,207,12,2017,2,"NC","Greenville,NC","City",28,263,"Greenville","NC","Greenville, NC","From NC","State UCR","Provided by State UCR Program",NA,90048,"City",NA,NA,"","","",NA,"NC0740300","Greenville","NC","Greenville ,NC","South","South Atlantic",90048,"City","South"
"Gresham,OR,City","Gresham",1,8,12,15,25,218,119,2017,1,"OR","Gresham,OR","City",36,362,"Gresham","OR","Gresham, OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",111590,110225,"City",NA,NA,"","","",NA,"OR0260100","Gresham","OR","Gresham ,OR","West","Pacific",110225,"City","West"
"Guilford,NC,County","Guilford",0,0,2,11,50,68,5,2017,1,"NC","Guilford,NC","County",13,123,"Guilford","NC","Guilford, NC","From NC","State UCR","Provided by State UCR Program",NA,130423,"County",NA,NA,"","","",NA,"NC0410000","Guilford","NC","Guilford ,NC","South","South Atlantic",130423,"County","South"
"Harlingen,TX,City","Harlingen",0,1,3,15,44,233,9,2017,1,"TX","Harlingen,TX","City",19,286,"Harlingen","TX","Harlingen, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",72047,71581,"City",NA,NA,"","","",NA,"TX0310300","Harlingen","TX","Harlingen ,TX","South","West South Central",71581,"City","South"
"Harrisburg,PA,City","Harrisburg",0,4,9,32,29,61,14,2017,2,"PA","Harrisburg,PA","City",45,104,"Harrisburg","PA","Harrisburg, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50201,50229,"City",NA,NA,"","","",NA,"PA0220200","Harrisburg","PA","Harrisburg ,PA","Northeast","Middle Atlantic",50229,"City","Northeast"
"Haverford,PA,City","Haverford",0,0,2,0,6,33,-1,2017,1,"PA","Haverford,PA","City",2,38,"Haverford","PA","Haverford, PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",50505,50505,"City",NA,NA,"","","",NA,"PA0231400","Haverford","PA","Haverford ,PA","Northeast","Middle Atlantic",50505,"City","Northeast"
"Hays,TX,County","Hays",1,4,2,8,11,40,3,2017,1,"TX","Hays,TX","County",15,54,"Hays","TX","Hays, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",130433,130433,"County",NA,NA,"","","",NA,"TX1050000","Hays","TX","Hays ,TX","South","West South Central",130433,"County","South"
"Henderson,NV,City","Henderson",1,5,18,13,104,266,50,2017,2,"NV","Henderson,NV","City",37,420,"Henderson","NV","Henderson, NV","https://nevadacrimestats.nv.gov/public/View/dispview.aspx","State UCR","Open Source",325332,337794,"City",NA,NA,"","","",NA,"NV0020300","Henderson","NV","Henderson ,NV","West","Mountain",337794,"City","West"
"Hidalgo,TX,County","Hidalgo",3,15,15,37,120,237,27,2017,1,"TX","Hidalgo,TX","County",70,384,"Hidalgo","TX","Hidalgo, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",260352,260352,"County",NA,NA,"","","",NA,"TX1080000","Hidalgo","TX","Hidalgo ,TX","South","West South Central",260352,"County","South"
"High Point,NC,City","High Point",3,3,23,49,69,222,16,2017,2,"NC","High Point,NC","City",78,307,"High Point","NC","High Point, NC","From NC","State UCR","Provided by State UCR Program",NA,115490,"City",NA,NA,"","","",NA,"NC0410300","High Point","NC","High Point ,NC","South","South Atlantic",115490,"City","South"
"Hillsboro,OR,City","Hillsboro",0,8,4,11,17,132,25,2017,2,"OR","Hillsboro,OR","City",23,174,"Hillsboro","OR","Hillsboro, OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",106345,107459,"City",NA,NA,"","","",NA,"OR0340300","Hillsboro","OR","Hillsboro ,OR","West","Pacific",107459,"City","West"
"Honolulu,HI,City","Honolulu",2,NA,69,135,333,1757,384,2018,4,"HI","Honolulu,HI","City",206,2474,"Honolulu","HI","Honolulu, HI","https://www.honolulupd.org/dashboard/crime-by-category/","Agency Aggregated","Open Source",994799,987546,"City",NA,NA,"","","",NA,"HI0020000","Honolulu","HI","Honolulu ,HI","West","Pacific",987546,"City","West"
"Houston,TX,City","Houston",22,92,937,1168,1510,6136,1065,2017,1,"TX","Houston,TX","City",2219,8711,"Houston","TX","Houston, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",2276533,2304406,"City",NA,NA,"","","",NA,"TXHPD0000","Houston","TX","Houston ,TX","South","West South Central",2304406,"City","South"
"Howard,MD,County","Howard",1,6,31,49,93,345,22,2017,1,"MD","Howard,MD","County",87,460,"Howard","MD","Howard, MD","https://app.powerbigov.us/view?r=eyJrIjoiODhkYzI0OGUtYzUwZi00OWYzLThmNmYtMDhjNTQwMDJiOTc5IiwidCI6IjA1MzgxMzA4LTAzNjYtNGJiNy1hOTViLTk1MzA0YmQxMWE1OCJ9","Agency Aggregated","Open Source",NA,337780,"County",NA,NA,"","","",NA,"MD0140100","Howard","MD","Howard ,MD","South","South Atlantic",337780,"County","South"
"Huntersville,NC,City","Huntersville",0,0,2,3,9,99,3,2017,1,"NC","Huntersville,NC","City",5,111,"Huntersville","NC","Huntersville, NC","From NC","State UCR","Provided by State UCR Program",NA,63781,"City",NA,NA,"","","",NA,"NC0600600","Huntersville","NC","Huntersville ,NC","South","South Atlantic",63781,"City","South"
"Idaho Falls,ID,City","Idaho Falls",0,2,1,23,23,55,8,2024,3,"ID","Idaho Falls,ID","City",26,86,"Idaho Falls","ID","Idaho Falls, ID","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch","State UCR","Open Source",68162,68662,"City",NA,NA,"","","",NA,"ID0100200","Idaho Falls","ID","Idaho Falls ,ID","West","Mountain",68662,"City","West"
"Independence,MO,City","Independence",2,3,20,38,56,375,90,2017,1,"MO","Independence,MO","City",63,521,"Independence","MO","Independence, MO","https://showmecrime.mo.gov/","State UCR","Open Source",121255,120326,"City",NA,NA,"","","",NA,"MO0480600","Independence","MO","Independence ,MO","Midwest","West North Central",120326,"City","Midwest"
"Indianapolis,IN,City","Indianapolis",12,59,102,388,320,1413,436,2024,3,"IN","Indianapolis,IN","City",561,2169,"Indianapolis","IN","Indianapolis, IN","https://www.indy.gov/agency/indianapolis-metropolitan-police-department","Agency Aggregated","Provided by Agency",886455,887131,"City",NA,NA,"","","",NA,"INIPD0000","Indianapolis","IN","Indianapolis ,IN","Midwest","East North Central",887131,"City","Midwest"
"Iredell,NC,County","Iredell",2,0,3,19,35,72,10,2017,1,"NC","Iredell,NC","County",24,117,"Iredell","NC","Iredell, NC","From NC","State UCR","Provided by State UCR Program",NA,111895,"County",NA,NA,"","","",NA,"NC0490000","Iredell","NC","Iredell ,NC","South","South Atlantic",111895,"County","South"
"Irving,TX,City","Irving",0,7,22,34,86,321,51,2017,2,"TX","Irving,TX","City",63,458,"Irving","TX","Irving, TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",254141,255203,"City",NA,NA,"","","",NA,"TX0571500","Irving","TX","Irving ,TX","South","West South Central",255203,"City","South"
"Jacksonville,FL,City","Jacksonville",5,NA,NA,NA,NA,NA,NA,2024,12,"FL","Jacksonville,FL","City",5,0,"Jacksonville","FL","Jacksonville, FL","https://experience.arcgis.com/experience/19c13ac6071947d2aaacf73586e3886e","Agency RMS","Open Source",NA,983663,"City",NA,NA,"","","",NA,"FL0160000","Jacksonville","FL","Jacksonville ,FL","South","South Atlantic",983663,"City","South"
