"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State"
"Desoto,TX,City","Desoto",1,6,9,10,39,97,21,2017,1,"TX","Desoto,TX","City",26,157,"Desoto","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",56257,NA,NA,"","","TX0570800","Desoto","TX","South","West South Central","desoto","TX",56488,"city 50,000 thru 99,999",NA,NA,NA,NA,56488,"Desoto, TX","City","South"
"Detroit,MI,City","Detroit",22,65,229,557,772,1059,739,2017,1,"MI","Detroit,MI","City",873,2570,"Detroit","MI","https://data.detroitmi.gov/datasets/rms-crime-incidents","Agency RMS","Open Source",615501,NA,NA,"","","MI8234900","Detroit","MI","Midwest","East North Central","detroit","MI",651171,"city 500,000 thru 999,999",NA,NA,NA,NA,651171,"Detroit, MI","City","Midwest"
"Douglas,CO,County","Douglas",1,26,1,10,43,133,23,2017,1,"CO","Douglas,CO","County",38,199,"Douglas","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",219477,NA,NA,"","","CO0180000","Douglas","CO","West","Mountain","douglas","CO",227807,"msa-county 100,000+",NA,NA,NA,NA,227807,"Douglas, CO","County","West"
"Draper,UT,City","Draper",0,3,2,3,2,45,1,2025,6,"UT","Draper,UT","City",8,48,"Draper","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",50588,NA,NA,"","","UT0181200","Draper","UT","West","Mountain","draper","UT",45672,"city 25,000 thru 49,999",NA,NA,NA,NA,45672,"Draper, UT","City","West"
"Dublin,OH,City","Dublin",0,0,0,2,8,37,1,2017,1,"OH","Dublin,OH","City",2,46,"Dublin","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48827,NA,NA,"","","OH0250300","Dublin","OH","Midwest","East North Central","dublin","OH",40056,"city 25,000 thru 49,999",NA,NA,NA,NA,40056,"Dublin, OH","City","Midwest"
"Dubuque,IA,City","Dubuque",0,2,1,7,37,104,3,2017,1,"IA","Dubuque,IA","City",10,144,"Dubuque","IA","From IA","State UCR","Provided by Agency",58492,NA,NA,"","","IA0310100","Dubuque","IA","Midwest","West North Central","dubuque","IA",58620,"city 50,000 thru 99,999",NA,NA,NA,NA,58620,"Dubuque, IA","City","Midwest"
"Duluth,MN,City","Duluth",0,6,7,18,34,226,13,2017,1,"MN","Duluth,MN","City",31,273,"Duluth","MN","https://cde.state.mn.us/","State UCR","Open Source",86570,NA,NA,"","","MN0690600","Duluth","MN","Midwest","West North Central","duluth","MN",88003,"city 50,000 thru 99,999",NA,NA,NA,NA,88003,"Duluth, MN","City","Midwest"
"Dunwoody,GA,City","Dunwoody",0,1,0,3,9,138,14,2017,1,"GA","Dunwoody,GA","City",4,161,"Dunwoody","GA","https://www.dunwoodyga.gov/police/crime-info-stats/crime-comparison","Agency Aggregated","Open Source",52505,NA,NA,"","","GA0447100","Dunwoody","GA","South","South Atlantic","dunwoody","GA",51752,"city 50,000 thru 99,999",NA,NA,NA,NA,51752,"Dunwoody, GA","City","South"
"Durham,NC,City","Durham",2,6,111,165,216,562,71,2017,1,"NC","Durham,NC","City",284,849,"Durham","NC","From NC","State UCR","Provided by State UCR Program",295788,NA,NA,"","","NC0320100","Durham","NC","South","South Atlantic","durham","NC",299779,"city 250,000 thru 499,999",NA,NA,NA,NA,299779,"Durham, NC","City","South"
"Eagan,MN,City","Eagan",1,1,3,1,6,82,3,2017,1,"MN","Eagan,MN","City",6,91,"Eagan","MN","https://cde.state.mn.us/","State UCR","Open Source",66943,NA,NA,"Inferred Aug 2020 from annual average","","MN0190800","Eagan","MN","Midwest","West North Central","eagan","MN",66956,"city 50,000 thru 99,999",NA,NA,NA,NA,66956,"Eagan, MN","City","Midwest"
"East Baton Rouge,LA,County","East Baton Rouge",0,0,17,11,104,518,27,2017,1,"LA","East Baton Rouge,LA","County",28,649,"East Baton Rouge","LA","https://data.brla.gov/Public-Safety/EBR-Sheriff-s-Office-Crime-Incidents/7y8j-nrht/explore/query/SELECT%0A%20%20%60incident_number%60%2C%0A%20%20%60charge_id%60%2C%0A%20%20%60charge_date%60%2C%0A%20%20%60report_date%60%2C%0A%20%20%60approved_date%60%2C%0A%20%20%60attempted_committed%60%2C%0A%20%20%60street%60%2C%0A%20%20%60street_2%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60postal_code%60%2C%0A%20%20%60district%60%2C%0A%20%20%60zone%60%2C%0A%20%20%60sub_zone%60%2C%0A%20%20%60statute_title%60%2C%0A%20%20%60statute_description%60%2C%0A%20%20%60statute_category%60%2C%0A%20%20%60crime_against%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60offense_description%60%2C%0A%20%20%60census_block_group%60%2C%0A%20%20%60council_district%60%2C%0A%20%20%60crime_prevention_district%60%2C%0A%20%20%60neighborhood%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60report_date%60%20DESC%20NULL%20FIRST/page/filter","Agency RMS","Open Source",197853,NA,NA,"","","LA0170000","East Baton Rouge","LA","South","West South Central","east baton rouge","LA",201319,"msa-county 100,000+",NA,NA,NA,NA,201319,"East Baton Rouge, LA","County","South"
"East Hartford,CT,City","East Hartford",0,3,9,2,8,62,21,2017,1,"CT","East Hartford,CT","City",14,91,"East Hartford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",50625,NA,NA,"","","CT0004300","East Hartford","CT","Northeast","New England","east hartford","CT",50584,"city 50,000 thru 99,999",NA,NA,NA,NA,50584,"East Hartford, CT","City","Northeast"
"Eau Claire,WI,City","Eau Claire",0,2,8,8,20,97,3,2017,1,"WI","Eau Claire,WI","City",18,120,"Eau Claire","WI","From WI","State UCR","Provided by State UCR Program",69859,NA,NA,"","","WI0180100","Eau Claire","WI","Midwest","East North Central","eau claire","WI",68631,"city 50,000 thru 99,999",NA,NA,NA,NA,68631,"Eau Claire, WI","City","Midwest"
"Eden Prairie,MN,City","Eden Prairie",0,0,0,0,0,37,2,2017,1,"MN","Eden Prairie,MN","City",0,39,"Eden Prairie","MN","https://cde.state.mn.us/","State UCR","Open Source",61645,NA,NA,"","","MN0272600","Eden Prairie","MN","Midwest","West North Central","eden prairie","MN",61511,"city 50,000 thru 99,999",NA,NA,NA,NA,61511,"Eden Prairie, MN","City","Midwest"
"Edina,MN,City","Edina",0,0,1,0,5,52,1,2017,1,"MN","Edina,MN","City",1,58,"Edina","MN","https://cde.state.mn.us/","State UCR","Open Source",51980,NA,NA,"","","MN0270600","Edina","MN","Midwest","West North Central","edina","MN",53347,"city 50,000 thru 99,999",NA,NA,NA,NA,53347,"Edina, MN","City","Midwest"
"Edinburg,TX,City","Edinburg",0,9,1,9,37,254,20,2017,1,"TX","Edinburg,TX","City",19,311,"Edinburg","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",106137,NA,NA,"","","TX1080400","Edinburg","TX","South","West South Central","edinburg","TX",107552,"city 100,000 thru 249,999",NA,NA,NA,NA,107552,"Edinburg, TX","City","South"
"El Cajon,CA,City","El Cajon",0,6,14,7,38,114,33,2017,2,"CA","El Cajon,CA","City",27,185,"El Cajon","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",103569,NA,NA,"","","CA0370500","El Cajon","CA","West","Pacific","el cajon","CA",101983,"city 100,000 thru 249,999",NA,NA,NA,NA,101983,"El Cajon, CA","City","West"
"El Dorado,CA,County","El Dorado",1,2,1,20,51,121,5,2017,1,"CA","El Dorado,CA","County",24,177,"El Dorado","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",162436,NA,NA,"","","CA0090000","El Dorado","CA","West","Pacific","el dorado","CA",164075,"msa-county 100,000+",NA,NA,NA,NA,164075,"El Dorado, CA","County","West"
"El Monte,CA,City","El Monte",1,2,12,15,13,99,27,2020,11,"CA","El Monte,CA","City",30,139,"El Monte","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",103463,NA,NA,"","","CA0192200","El Monte","CA","West","Pacific","el monte","CA",102088,"city 100,000 thru 249,999",NA,NA,NA,NA,102088,"El Monte, CA","City","West"
"El Paso,CO,County","El Paso",0,24,1,20,35,162,18,2017,1,"CO","El Paso,CO","County",45,215,"El Paso","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",207095,NA,NA,"","","CO0210000","El Paso","CO","West","Mountain","el paso","CO",213641,"msa-county 100,000+",NA,NA,NA,NA,213641,"El Paso, CO","County","West"
"El Paso,TX,City","El Paso",3,28,36,153,91,894,71,2017,1,"TX","El Paso,TX","City",220,1056,"El Paso","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",676665,NA,NA,"","","TX0710200","El Paso","TX","South","West South Central","el paso","TX",678860,"city 500,000 thru 999,999",NA,NA,NA,NA,678860,"El Paso, TX","City","South"
"El Paso,TX,County","El Paso",0,6,1,18,22,43,6,2017,1,"TX","El Paso,TX","County",25,71,"El Paso","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",116599,NA,NA,"","","TX0710000","El Paso","TX","South","West South Central","el paso","TX",122484,"msa-county 100,000+",NA,NA,NA,NA,122484,"El Paso, TX","County","South"
"Elizabeth,NJ,City","Elizabeth",0,3,19,37,11,168,69,2020,12,"NJ","Elizabeth,NJ","City",59,248,"Elizabeth","NJ","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",133578,NA,NA,"","","NJ0200400","Elizabeth","NJ","Northeast","Middle Atlantic","elizabeth","NJ",138500,"city 100,000 thru 249,999",NA,NA,NA,NA,138500,"Elizabeth, NJ","City","Northeast"
"Elk Grove,CA,City","Elk Grove",0,4,5,16,18,156,19,2022,1,"CA","Elk Grove,CA","City",25,193,"Elk Grove","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",177976,NA,NA,"","","CA0340H00","Elk Grove","CA","West","Pacific","elk grove","CA",179074,"city 100,000 thru 249,999",NA,NA,NA,NA,179074,"Elk Grove, CA","City","West"
"Elyria,OH,City","Elyria",0,6,7,6,13,53,5,2017,1,"OH","Elyria,OH","City",19,71,"Elyria","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",53024,NA,NA,"","","OH0470400","Elyria","OH","Midwest","East North Central","elyria","OH",53263,"city 50,000 thru 99,999",NA,NA,NA,NA,53263,"Elyria, OH","City","Midwest"
"Enid,OK,City","Enid",1,2,3,15,30,86,8,2020,11,"OK","Enid,OK","City",21,124,"Enid","OK","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",50168,NA,NA,"","","OK0240100","Enid","OK","South","West South Central","enid","OK",50382,"city 50,000 thru 99,999",NA,NA,NA,NA,50382,"Enid, OK","City","South"
"Erie,PA,City","Erie",2,3,11,15,30,109,11,2017,1,"PA","Erie,PA","City",31,150,"Erie","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",92920,NA,NA,"","","PA0250200","Erie","PA","Northeast","Middle Atlantic","erie","PA",92379,"city 50,000 thru 99,999",NA,NA,NA,NA,92379,"Erie, PA","City","Northeast"
"Escondido,CA,City","Escondido",2,5,12,31,19,127,25,2020,1,"CA","Escondido,CA","City",50,171,"Escondido","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",149837,NA,NA,"","","CA0370600","Escondido","CA","West","Pacific","escondido","CA",147170,"city 100,000 thru 249,999",NA,NA,NA,NA,147170,"Escondido, CA","City","West"
"Euclid,OH,City","Euclid",0,2,10,18,23,68,27,2017,1,"OH","Euclid,OH","City",30,118,"Euclid","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",48170,NA,NA,"","","OH0181800","Euclid","OH","Midwest","East North Central","euclid","OH",48176,"city 25,000 thru 49,999",NA,NA,NA,NA,48176,"Euclid, OH","City","Midwest"
"Eugene,OR,City","Eugene",1,11,10,16,94,360,47,2017,1,"OR","Eugene,OR","City",38,501,"Eugene","OR","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx","State UCR","Open Source",178191,NA,NA,"","","OR0200200","Eugene","OR","West","Pacific","eugene","OR",178057,"city 100,000 thru 249,999",NA,NA,NA,NA,178057,"Eugene, OR","City","West"
"Euless,TX,City","Euless",0,0,2,2,12,71,22,2017,1,"TX","Euless,TX","City",4,105,"Euless","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",59722,NA,NA,"","","TX2200900","Euless","TX","South","West South Central","euless","TX",59230,"city 50,000 thru 99,999",NA,NA,NA,NA,59230,"Euless, TX","City","South"
"Everett,MA,City","Everett",1,0,0,8,8,32,6,2017,1,"MA","Everett,MA","City",9,46,"Everett","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",49740,NA,NA,"","","MA0091700","Everett","MA","Northeast","New England","everett","MA",51744,"city 50,000 thru 99,999",NA,NA,NA,NA,51744,"Everett, MA","City","Northeast"
"Fairfield,CA,City","Fairfield",1,1,9,49,39,128,54,2023,10,"CA","Fairfield,CA","City",60,221,"Fairfield","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",119071,NA,NA,"","","CA0480300","Fairfield","CA","West","Pacific","fairfield","CA",121082,"city 100,000 thru 249,999",NA,NA,NA,NA,121082,"Fairfield, CA","City","West"
"Fairfield,CT,City","Fairfield",0,3,1,0,1,32,8,2017,1,"CT","Fairfield,CT","City",4,41,"Fairfield","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",63588,NA,NA,"","","CT0005100","Fairfield","CT","Northeast","New England","fairfield","CT",64098,"city 50,000 thru 99,999",NA,NA,NA,NA,64098,"Fairfield, CT","City","Northeast"
"Fargo,ND,City","Fargo",0,11,6,20,45,197,15,2017,2,"ND","Fargo,ND","City",37,257,"Fargo","ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",134268,NA,NA,"","","ND0090200","Fargo","ND","Midwest","West North Central","fargo","ND",135682,"city 100,000 thru 249,999",NA,NA,NA,NA,135682,"Fargo, ND","City","Midwest"
"Farmington Hills,MI,City","Farmington Hills",0,0,0,8,6,41,8,2022,1,"MI","Farmington Hills,MI","City",8,55,"Farmington Hills","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",82223,NA,NA,"","","MI6338900","Farmington Hills","MI","Midwest","East North Central","farmington hills","MI",82116,"city 50,000 thru 99,999",NA,NA,NA,NA,82116,"Farmington Hills, MI","City","Midwest"
"Fayetteville,NC,City","Fayetteville",3,6,23,94,174,521,24,2017,1,"NC","Fayetteville,NC","City",126,719,"Fayetteville","NC","From NC","State UCR","Provided by State UCR Program",209262,NA,NA,"","","NC0260100","Fayetteville","NC","South","South Atlantic","fayetteville","NC",209945,"city 100,000 thru 249,999",NA,NA,NA,NA,209945,"Fayetteville, NC","City","South"
"Fishers,IN,City","Fishers",0,2,0,5,4,47,12,2020,7,"IN","Fishers,IN","City",7,63,"Fishers","IN","https://cde.state.mn.us/","Crime Data Explorer","Open Source",103247,NA,NA,"","","IN0290700","Fishers","IN","Midwest","East North Central","fishers","IN",105680,"city 100,000 thru 249,999",NA,NA,NA,NA,105680,"Fishers, IN","City","Midwest"
"Flower Mound,TX,City","Flower Mound",0,1,1,3,3,40,0,2017,1,"TX","Flower Mound,TX","City",5,43,"Flower Mound","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",79513,NA,NA,"","","TX0611200","Flower Mound","TX","South","West South Central","flower mound","TX",79784,"city 50,000 thru 99,999",NA,NA,NA,NA,79784,"Flower Mound, TX","City","South"
"Folsom,CA,City","Folsom",0,1,1,2,12,76,12,2017,1,"CA","Folsom,CA","City",4,100,"Folsom","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",84559,NA,NA,"","","CA0340100","Folsom","CA","West","Pacific","folsom","CA",86152,"city 50,000 thru 99,999",NA,NA,NA,NA,86152,"Folsom, CA","City","West"
"Fontana,CA,City","Fontana",4,NA,13,NA,83,200,75,2017,1,"CA","Fontana,CA","City",17,358,"Fontana","CA","https://www.fontanaca.gov/CivicAlerts.aspx?CID=32","Agency Aggregated","Open Source",214429,NA,NA,"","","CA0360400","Fontana","CA","West","Pacific","fontana","CA",217605,"city 100,000 thru 249,999",NA,NA,NA,NA,217605,"Fontana, CA","City","West"
"Forsyth,NC,County","Forsyth",0,0,1,15,39,168,12,2017,1,"NC","Forsyth,NC","County",16,219,"Forsyth","NC","From NC","State UCR","Provided by State UCR Program",111773,NA,NA,"Inferred Dec 2018 - Jun 2019 from 2018 average","","NC0340000","Forsyth","NC","South","South Atlantic","forsyth","NC",115696,"msa-county 100,000+",NA,NA,NA,NA,115696,"Forsyth, NC","County","South"
"Fort Bend,TX,County","Fort Bend",1,7,14,48,75,257,13,2017,1,"TX","Fort Bend,TX","County",70,345,"Fort Bend","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",578695,NA,NA,"","","TX0790000","Fort Bend","TX","South","West South Central","fort bend","TX",614384,"msa-county 100,000+",NA,NA,NA,NA,614384,"Fort Bend, TX","County","South"
"Fort Collins,CO,City","Fort Collins",0,4,2,14,46,266,22,2017,1,"CO","Fort Collins,CO","City",20,334,"Fort Collins","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",168886,NA,NA,"","","CO0350300","Fort Collins","CO","West","Mountain","fort collins","CO",170509,"city 100,000 thru 249,999",NA,NA,NA,NA,170509,"Fort Collins, CO","City","West"
"Fort Smith,AR,City","Fort Smith",0,8,8,60,58,290,38,2017,7,"AR","Fort Smith,AR","City",76,386,"Fort Smith","AR","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",90417,NA,NA,"","","AR0660100","Fort Smith","AR","South","West South Central","fort smith","AR",89977,"city 50,000 thru 99,999",NA,NA,NA,NA,89977,"Fort Smith, AR","City","South"
"Fort Wayne,IN,City","Fort Wayne",3,8,30,24,141,534,38,2017,1,"IN","Fort Wayne,IN","City",65,713,"Fort Wayne","IN","https://www.fwpd.org/crime-statistics","State UCR","Provided by State UCR Program",269728,NA,NA,"","","IN0020100","Fort Wayne","IN","Midwest","East North Central","fort wayne","IN",271892,"city 250,000 thru 499,999",NA,NA,NA,NA,271892,"Fort Wayne, IN","City","Midwest"
"Fort Worth,TX,City","Fort Worth",10,71,154,231,449,1568,229,2017,1,"TX","Fort Worth,TX","City",466,2246,"Fort Worth","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",973722,NA,NA,"","","TX2201200","Fort Worth","TX","South","West South Central","fort worth","TX",976839,"city 500,000 thru 999,999",NA,NA,NA,NA,976839,"Fort Worth, TX","City","South"
"Fountain Valley,CA,City","Fountain Valley",0,1,5,3,10,73,4,2025,2,"CA","Fountain Valley,CA","City",9,87,"Fountain Valley","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",55419,NA,NA,"","","CA0300700","Fountain Valley","CA","West","Pacific","fountain valley","CA",54975,"city 50,000 thru 99,999",NA,NA,NA,NA,54975,"Fountain Valley, CA","City","West"
"Franklin,TN,City","Franklin",0,3,1,5,7,72,3,2017,2,"TN","Franklin,TN","City",9,82,"Franklin","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",88315,NA,NA,"","","TN0940100","Franklin","TN","South","East South Central","franklin","TN",90077,"city 50,000 thru 99,999",NA,NA,NA,NA,90077,"Franklin, TN","City","South"
"Fresno,CA,City","Fresno",3,12,63,133,282,1207,199,2017,10,"CA","Fresno,CA","City",211,1688,"Fresno","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",547134,NA,NA,"","","CA0100500","Fresno","CA","West","Pacific","fresno","CA",546722,"city 500,000 thru 999,999",NA,NA,NA,NA,546722,"Fresno, CA","City","West"
"Frisco,TX,City","Frisco",0,5,4,6,39,153,2,2017,1,"TX","Frisco,TX","City",15,194,"Frisco","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",228527,NA,NA,"","","TX0430400","Frisco","TX","South","West South Central","frisco","TX",138099,"city 100,000 thru 249,999",NA,NA,NA,NA,138099,"Frisco, TX","City","South"
"Fullerton,CA,City","Fullerton",0,1,4,16,40,259,45,2017,1,"CA","Fullerton,CA","City",21,344,"Fullerton","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",139131,NA,NA,"","","CA0300800","Fullerton","CA","West","Pacific","fullerton","CA",137942,"city 100,000 thru 249,999",NA,NA,NA,NA,137942,"Fullerton, CA","City","West"
"Galveston,TX,City","Galveston",0,6,5,4,36,87,8,2017,1,"TX","Galveston,TX","City",15,131,"Galveston","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",52810,NA,NA,"","","TX0840400","Galveston","TX","South","West South Central","galveston","TX",53100,"city 50,000 thru 99,999",NA,NA,NA,NA,53100,"Galveston, TX","City","South"
"Gardena,CA,City","Gardena",0,2,17,11,35,65,23,2018,4,"CA","Gardena,CA","City",30,123,"Gardena","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57853,NA,NA,"","","CA0192400","Gardena","CA","West","Pacific","gardena","CA",57584,"city 50,000 thru 99,999",NA,NA,NA,NA,57584,"Gardena, CA","City","West"
"Garland,TX,City","Garland",3,5,39,27,125,491,71,2017,1,"TX","Garland,TX","City",74,687,"Garland","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",240051,NA,NA,"","","TX0571100","Garland","TX","South","West South Central","garland","TX",246096,"city 100,000 thru 249,999",NA,NA,NA,NA,246096,"Garland, TX","City","South"
"Gastonia,NC,City","Gastonia",0,2,14,26,61,262,21,2017,1,"NC","Gastonia,NC","City",42,344,"Gastonia","NC","From NC","State UCR","Provided by State UCR Program",83739,NA,NA,"","","NC0360600","Gastonia","NC","South","South Atlantic","gastonia","NC",85112,"city 50,000 thru 99,999",NA,NA,NA,NA,85112,"Gastonia, NC","City","South"
"Georgetown,TX,City","Georgetown",0,3,0,3,4,37,3,2017,1,"TX","Georgetown,TX","City",6,44,"Georgetown","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",87871,NA,NA,"","","TX2460200","Georgetown","TX","South","West South Central","georgetown","TX",89481,"city 50,000 thru 99,999",NA,NA,NA,NA,89481,"Georgetown, TX","City","South"
"Gilbert,AZ,City","Gilbert",0,6,4,21,30,189,22,2021,10,"AZ","Gilbert,AZ","City",31,241,"Gilbert","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",278495,NA,NA,"","","AZ0071100","Gilbert","AZ","West","Mountain","gilbert","AZ",277527,"city 250,000 thru 499,999",NA,NA,NA,NA,277527,"Gilbert, AZ","City","West"
"Gilroy,CA,City","Gilroy",0,2,3,6,21,82,21,2017,1,"CA","Gilroy,CA","City",11,124,"Gilroy","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",57331,NA,NA,"","","CA0430400","Gilroy","CA","West","Pacific","gilroy","CA",57877,"city 50,000 thru 99,999",NA,NA,NA,NA,57877,"Gilroy, CA","City","West"
"Glendale,CA,City","Glendale",0,0,4,4,33,203,43,2020,11,"CA","Glendale,CA","City",8,279,"Glendale","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",185923,NA,NA,"","","CA0192500","Glendale","CA","West","Pacific","glendale","CA",184180,"city 100,000 thru 249,999",NA,NA,NA,NA,184180,"Glendale, CA","City","West"
"Goodyear,AZ,City","Goodyear",0,0,0,26,10,118,15,2024,7,"AZ","Goodyear,AZ","City",26,143,"Goodyear","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",109929,NA,NA,"","","AZ0071500","Goodyear","AZ","West","Mountain","goodyear","AZ",116892,"city 100,000 thru 249,999",NA,NA,NA,NA,116892,"Goodyear, AZ","City","West"
"Grand Forks,ND,City","Grand Forks",0,1,2,9,17,106,14,2017,2,"ND","Grand Forks,ND","City",12,137,"Grand Forks","ND","https://crimestats.nd.gov/public/View/RSReport.aspx?ReportId=94","State UCR","Open Source",58470,NA,NA,"","","ND0180100","Grand Forks","ND","Midwest","West North Central","grand forks","ND",58848,"city 50,000 thru 99,999",NA,NA,NA,NA,58848,"Grand Forks, ND","City","Midwest"
"Grand Island,NE,City","Grand Island",0,5,2,17,20,83,5,2017,1,"NE","Grand Island,NE","City",24,108,"Grand Island","NE","https://crimestats.ne.gov/public/View/RSReport.aspx?ReportId=1082","State UCR","Open Source",52264,NA,NA,"","","NB0400100","Grand Island","NE","Midwest","West North Central","grand island","NE",52488,"city 50,000 thru 99,999",NA,NA,NA,NA,52488,"Grand Island, NE","City","Midwest"
"Grand Junction,CO,City","Grand Junction",0,6,2,24,30,186,11,2017,1,"CO","Grand Junction,CO","City",32,227,"Grand Junction","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",69240,NA,NA,"","","CO0390100","Grand Junction","CO","West","Mountain","grand junction","CO",70686,"city 50,000 thru 99,999",NA,NA,NA,NA,70686,"Grand Junction, CO","City","West"
"Grand Prairie,TX,City","Grand Prairie",0,11,17,8,79,289,55,2017,1,"TX","Grand Prairie,TX","City",36,423,"Grand Prairie","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",205487,NA,NA,"","","TX0571200","Grand Prairie","TX","South","West South Central","grand prairie","TX",131219,"city 100,000 thru 249,999",NA,NA,NA,NA,131219,"Grand Prairie, TX","City","South"
"Grand Rapids,MI,City","Grand Rapids",1,11,16,89,41,289,82,2017,1,"MI","Grand Rapids,MI","City",117,412,"Grand Rapids","MI","https://grpd-grandrapids.hub.arcgis.com/","Agency RMS","Open Source",196019,NA,NA,"","","MI4143600","Grand Rapids","MI","Midwest","East North Central","grand rapids","MI",195913,"city 100,000 thru 249,999",NA,NA,NA,NA,195913,"Grand Rapids, MI","City","Midwest"
"Grapevine,TX,City","Grapevine",0,0,1,7,8,100,12,2017,1,"TX","Grapevine,TX","City",8,120,"Grapevine","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",51458,NA,NA,"","","TX2201300","Grapevine","TX","South","West South Central","grapevine","TX",50983,"city 50,000 thru 99,999",NA,NA,NA,NA,50983,"Grapevine, TX","City","South"
