agency_name,state_name,lat,long,population,crime_type,Percent_Change,national_sample
Durham,North Carolina,35.996653,-78.9018053,295788,Aggravated Assaults,-31.5508021390374,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Burglaries,-29.718875502008,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Motor Vehicle Thefts,-21.551724137931,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Murders,-20,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Property Crimes,-12.573568753344,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Rapes,38.4615384615385,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Robberies,-10.126582278481,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Thefts,-6.76100628930818,TRUE
Durham,North Carolina,35.996653,-78.9018053,295788,Violent Crimes,-19.5286195286195,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Aggravated Assaults,400,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Burglaries,-45,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Motor Vehicle Thefts,-23.0769230769231,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Murders,0,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Property Crimes,-33.4905660377358,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Rapes,-100,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Robberies,Undefined,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Thefts,-32.9608938547486,TRUE
Eagan,Minnesota,44.818173,-93.1659179,66943,Violent Crimes,350,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Aggravated Assaults,-100,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Burglaries,0,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Motor Vehicle Thefts,-44.1860465116279,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Murders,0,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Property Crimes,-24.0506329113924,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Rapes,200,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Robberies,400,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Thefts,-17.9245283018868,TRUE
East Hartford,Connecticut,41.767914,-72.644512,50625,Violent Crimes,33.3333333333333,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Aggravated Assaults,33.3333333333333,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Burglaries,66.6666666666667,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Motor Vehicle Thefts,-50,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Murders,0,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Property Crimes,-30.7086614173228,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Rapes,Undefined,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Robberies,-100,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Thefts,-35.042735042735,TRUE
Eden Prairie,Minnesota,44.8546856,-93.470786,61645,Violent Crimes,0,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Aggravated Assaults,-100,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Burglaries,-33.3333333333333,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Motor Vehicle Thefts,-35.7142857142857,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Murders,0,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Property Crimes,-12.396694214876,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Rapes,0,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Robberies,-50,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Thefts,-3.48837209302326,TRUE
Edina,Minnesota,44.8897027,-93.3501222,51980,Violent Crimes,-87.5,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Aggravated Assaults,-50,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Burglaries,11.1111111111111,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Motor Vehicle Thefts,-3.33333333333333,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Murders,0,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Property Crimes,-1.2779552715655,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Rapes,-52.3809523809524,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Robberies,-100,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Thefts,-1.88679245283019,TRUE
Edinburg,Texas,26.3013982,-98.1624501,106137,Violent Crimes,-56.7164179104478,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Aggravated Assaults,67.5,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Burglaries,-55.8823529411765,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Motor Vehicle Thefts,-31.4814814814815,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Murders,Undefined,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Property Crimes,-41.1575562700965,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Rapes,-64.2857142857143,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Robberies,-15.7894736842105,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Thefts,-41.2556053811659,TRUE
El Cajon,California,32.7947731,-116.962526,103569,Violent Crimes,21.9178082191781,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Aggravated Assaults,5.06329113924051,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Burglaries,-1.58730158730159,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Motor Vehicle Thefts,-33.3333333333333,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Murders,-50,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Property Crimes,-25.8547008547009,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Rapes,-20,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Robberies,-57.1428571428571,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Thefts,-28.8288288288288,TRUE
El Paso County,Colorado,38.8287435,-104.5253456,207095,Violent Crimes,-4.62962962962963,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Aggravated Assaults,46.1538461538462,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Burglaries,81.25,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Motor Vehicle Thefts,43.4782608695652,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Murders,-75,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Property Crimes,38.4,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Rapes,-100,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Robberies,-50,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Thefts,29.0697674418605,TRUE
El Paso County,Texas,31.8072184,-106.2230394,116599,Violent Crimes,0,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Aggravated Assaults,15.0753768844221,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Burglaries,-9.15492957746479,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Motor Vehicle Thefts,8.92307692307692,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Murders,200,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Property Crimes,-5.4534676941316,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Rapes,2800,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Robberies,-2.38095238095238,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Thefts,-8.85245901639344,TRUE
El Paso,Texas,31.7601164,-106.4870404,676665,Violent Crimes,24.2798353909465,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Aggravated Assaults,-66.6666666666667,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Burglaries,-7.69230769230769,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Motor Vehicle Thefts,-17.6470588235294,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Murders,-100,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Property Crimes,6.19469026548673,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Rapes,150,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Robberies,Undefined,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Thefts,13.2530120481928,TRUE
Elyria,Ohio,41.3673191,-82.1073583,53024,Violent Crimes,-48.3870967741936,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Aggravated Assaults,-32.4324324324324,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Burglaries,-37.5,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Motor Vehicle Thefts,-6.66666666666667,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Murders,Undefined,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Property Crimes,-10.8108108108108,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Rapes,-20,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Robberies,-14.2857142857143,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Thefts,-7.07547169811321,TRUE
Erie,Pennsylvania,42.1294712,-80.0852695,92920,Violent Crimes,-24.4897959183673,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Aggravated Assaults,0,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Burglaries,13.6363636363636,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Motor Vehicle Thefts,9.43396226415094,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Murders,Undefined,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Property Crimes,-3.33333333333333,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Rapes,125,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Robberies,-26.9230769230769,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Thefts,-8.74524714828897,TRUE
Escondido,California,33.1216751,-117.0814849,149837,Violent Crimes,-0.952380952380952,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Aggravated Assaults,-85.7142857142857,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Burglaries,0,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Motor Vehicle Thefts,-62.2222222222222,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Murders,-100,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Property Crimes,-56.551724137931,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Rapes,-100,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Robberies,-55.5555555555556,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Thefts,-56.8421052631579,TRUE
Euclid,Ohio,41.5931049,-81.5267873,48170,Violent Crimes,-78.2608695652174,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Aggravated Assaults,-9.43396226415094,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Burglaries,-14.0350877192982,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Motor Vehicle Thefts,-14.2857142857143,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Murders,0,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Property Crimes,13.7055837563452,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Rapes,76.9230769230769,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Robberies,-41.6666666666667,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Thefts,23.4991423670669,TRUE
Eugene,Oregon,44.0505054,-123.0950506,178191,Violent Crimes,-5.55555555555556,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Aggravated Assaults,-23.0769230769231,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Burglaries,-42.8571428571429,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Motor Vehicle Thefts,-72.972972972973,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Murders,0,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Property Crimes,-29.7169811320755,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Rapes,-50,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Robberies,-75,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Thefts,-17.5324675324675,TRUE
Euless,Texas,32.8370727,-97.0819541,59722,Violent Crimes,-36.8421052631579,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Aggravated Assaults,0,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Burglaries,-63.6363636363636,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Motor Vehicle Thefts,-65.9090909090909,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Murders,0,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Property Crimes,-6.68896321070234,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Rapes,25,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Robberies,-25,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Thefts,26.984126984127,TRUE
Evanston,Illinois,42.0470043,-87.6846053,74413,Violent Crimes,0,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Aggravated Assaults,-8.04597701149425,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Burglaries,-37.1900826446281,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Motor Vehicle Thefts,-24.6861924686192,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Murders,-100,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Property Crimes,-14.3184047074207,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Rapes,-34.6153846153846,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Robberies,-11.7647058823529,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Thefts,-12.3749536865506,TRUE
Fairfax County,Virginia,38.8156356,-77.2836849,1094031,Violent Crimes,-13.7362637362637,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Aggravated Assaults,-39.7058823529412,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Burglaries,-46,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Motor Vehicle Thefts,5.88235294117647,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Murders,0,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Property Crimes,-30.7221542227662,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Rapes,-22.7272727272727,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Robberies,-42.8571428571429,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Thefts,-31.0517529215359,TRUE
Fargo,North Dakota,46.877229,-96.789821,134268,Violent Crimes,-36.5384615384615,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Aggravated Assaults,-5.55555555555556,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Burglaries,-46.1538461538462,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Motor Vehicle Thefts,-27.5862068965517,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Murders,0,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Property Crimes,-4.3859649122807,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Rapes,0,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Robberies,0,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Thefts,12.5,TRUE
Farmington Hills,Michigan,42.4853125,-83.3771553,82223,Violent Crimes,-4.76190476190476,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Aggravated Assaults,-6.79012345679012,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Burglaries,-35.8108108108108,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Motor Vehicle Thefts,-33.8345864661654,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Murders,266.666666666667,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Property Crimes,-26.3302752293578,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Rapes,-35.2941176470588,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Robberies,-40,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Thefts,-23.3621755253399,TRUE
Fayetteville,North Carolina,35.0525759,-78.878292,209262,Violent Crimes,-11.8942731277533,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Aggravated Assaults,-65.6488549618321,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Burglaries,-83.1168831168831,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Motor Vehicle Thefts,-84.375,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Murders,-100,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Property Crimes,-71.0714285714286,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Rapes,-84.6153846153846,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Robberies,-75,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Thefts,-58.273381294964,TRUE
Flint,Michigan,43.0161693,-83.6900211,79234,Violent Crimes,-68.1818181818182,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Aggravated Assaults,33.3333333333333,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Burglaries,-35.7142857142857,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Motor Vehicle Thefts,22.5806451612903,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Murders,0,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Property Crimes,-14.0740740740741,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Rapes,-75,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Robberies,-100,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Thefts,-23.3333333333333,TRUE
Florissant,Missouri,38.7919683,-90.3227803,51045,Violent Crimes,-8.69565217391304,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Aggravated Assaults,-70,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Burglaries,-62.5,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Motor Vehicle Thefts,100,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Murders,0,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Property Crimes,-6.02409638554217,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Rapes,Undefined,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Robberies,Undefined,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Thefts,-4.16666666666667,TRUE
Flower Mound,Texas,33.0283854,-97.0867203,79513,Violent Crimes,-30,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Aggravated Assaults,-12.2448979591837,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Burglaries,-31.1111111111111,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Motor Vehicle Thefts,42.8571428571429,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Murders,100,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Property Crimes,-5.78947368421053,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Rapes,-42.8571428571429,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Robberies,-33.3333333333333,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Thefts,0,TRUE
Forsyth County,North Carolina,36.1476399,-80.2415712,111773,Violent Crimes,-15,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Aggravated Assaults,16.8421052631579,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Burglaries,25.4098360655738,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Motor Vehicle Thefts,-26.6666666666667,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Murders,-83.3333333333333,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Property Crimes,15.3753026634383,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Rapes,-44,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Robberies,16.6666666666667,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Thefts,19.5439739413681,TRUE
Fort Bend County,Texas,29.511218,-95.7807348,578695,Violent Crimes,2.08333333333333,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Aggravated Assaults,-26.5625,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Burglaries,8.69565217391304,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Motor Vehicle Thefts,12.1212121212121,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Murders,-100,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Property Crimes,-10.5906313645621,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Rapes,-100,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Robberies,50,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Thefts,-14.5631067961165,TRUE
Fort Collins,Colorado,40.5871782,-105.0770113,168886,Violent Crimes,-26.3888888888889,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Aggravated Assaults,-7.94701986754967,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Burglaries,-16.1184210526316,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Motor Vehicle Thefts,-28.9156626506024,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Murders,100,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Property Crimes,-15.0348027842227,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Rapes,-45,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Robberies,-7.61904761904762,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Thefts,-10.2545715310147,TRUE
Fort Worth,Texas,32.753177,-97.3327459,973722,Violent Crimes,-13.6163982430454,TRUE
Fremont,California,37.5482697,-121.988571,220775,Aggravated Assaults,-95.5555555555556,TRUE
Fremont,California,37.5482697,-121.988571,220775,Burglaries,-92.6470588235294,TRUE
Fremont,California,37.5482697,-121.988571,220775,Motor Vehicle Thefts,-33.3333333333333,TRUE
Fremont,California,37.5482697,-121.988571,220775,Murders,0,TRUE
Fremont,California,37.5482697,-121.988571,220775,Property Crimes,-58.0536912751678,TRUE
Fremont,California,37.5482697,-121.988571,220775,Rapes,-100,TRUE
Fremont,California,37.5482697,-121.988571,220775,Robberies,-92.8571428571429,TRUE
Fremont,California,37.5482697,-121.988571,220775,Thefts,-58.6642599277978,TRUE
Fremont,California,37.5482697,-121.988571,220775,Violent Crimes,-94.7916666666667,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Aggravated Assaults,-17.3913043478261,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Burglaries,-34.6153846153846,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Motor Vehicle Thefts,-45,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Murders,0,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Property Crimes,-23.1578947368421,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Rapes,14.2857142857143,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Robberies,600,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Thefts,-20.9580838323353,TRUE
Frisco,Texas,33.1505998,-96.8238183,228527,Violent Crimes,9.67741935483871,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Aggravated Assaults,-10,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Burglaries,-52.6315789473684,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Motor Vehicle Thefts,-31.578947368421,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Murders,-100,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Property Crimes,-2.29885057471264,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Rapes,-12.5,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Robberies,-50,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Thefts,8.82352941176471,TRUE
Galveston,Texas,29.3872254,-94.992736,52810,Violent Crimes,-27.2727272727273,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Aggravated Assaults,27.2727272727273,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Burglaries,20.1923076923077,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Motor Vehicle Thefts,-47.7157360406091,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Murders,-75,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Property Crimes,-11.9804400977995,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Rapes,11.1111111111111,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Robberies,23.8095238095238,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Thefts,-4.83558994197292,TRUE
Garland,Texas,32.912624,-96.6388833,240051,Violent Crimes,17.910447761194,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Aggravated Assaults,47.6190476190476,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Burglaries,16.9230769230769,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Motor Vehicle Thefts,2.04081632653061,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Murders,0,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Property Crimes,-13.347022587269,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Rapes,-50,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Robberies,-35,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Thefts,-20.6434316353887,TRUE
Gastonia,North Carolina,35.2622654,-81.1838186,83739,Violent Crimes,22.2222222222222,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Aggravated Assaults,-6.66666666666667,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Burglaries,9.375,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Motor Vehicle Thefts,128.571428571429,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Murders,0,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Property Crimes,-9.58083832335329,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Rapes,-28.5714285714286,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Robberies,Undefined,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Thefts,-21.875,TRUE
Georgetown,Texas,30.6370152,-97.6775634,87871,Violent Crimes,-4.54545454545455,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Aggravated Assaults,28.9855072463768,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Burglaries,-5.78512396694215,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Motor Vehicle Thefts,-13.9896373056995,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Murders,-60,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Property Crimes,-8.16326530612245,TRUE
Glendale,Arizona,33.5386858,-112.185994,253768,Rapes,19.047619047619,TRUE
