"agency_name","state_name","crime_type","ytd_month_range","two_years_prior_full","previous_year_full","two_years_prior_previous_year_full_pct_change","two_years_prior_ytd","previous_year_ytd","current_year_ytd","two_years_prior_current_year_ytd_pct_change","previous_year_current_year_ytd_pct_change","population","number_of_agencies","last_updated"
"El Dorado County","California","burglary","Jan - Nov 2025",209,124,-40.6698564593301,188,118,105,-44.1489361702128,-11.0169491525424,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","motor_vehicle_theft","Jan - Nov 2025",43,24,-44.1860465116279,35,23,23,-34.2857142857143,0,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","murder","Jan - Nov 2025",2,0,-100,2,0,2,0,Inf,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","property_crime","Jan - Nov 2025",1242,808,-34.9436392914654,1144,765,685,-40.1223776223776,-10.4575163398693,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","rape","Jan - Nov 2025",85,60,-29.4117647058824,74,56,44,-40.5405405405405,-21.4285714285714,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","robbery","Jan - Nov 2025",26,20,-23.0769230769231,23,20,11,-52.1739130434783,-45,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","theft","Jan - Nov 2025",990,660,-33.3333333333333,921,624,557,-39.5222584147666,-10.7371794871795,162436,1,"2026-01-19 09:07:50 EST"
"El Dorado County","California","violent_crime","Jan - Nov 2025",300,290,-3.33333333333333,264,270,251,-4.92424242424242,-7.03703703703704,162436,1,"2026-01-19 09:07:50 EST"
"El Monte","California","aggravated_assault","Jan - Nov 2025",224,228,1.78571428571429,199,217,228,14.572864321608,5.06912442396313,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","burglary","Jan - Nov 2025",416,396,-4.80769230769231,369,372,309,-16.260162601626,-16.9354838709677,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","motor_vehicle_theft","Jan - Nov 2025",453,488,7.72626931567329,410,460,305,-25.609756097561,-33.695652173913,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","murder","Jan - Nov 2025",3,6,100,3,6,2,-33.3333333333333,-66.6666666666667,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","property_crime","Jan - Nov 2025",2065,2096,1.50121065375303,1879,1925,1796,-4.41724321447578,-6.7012987012987,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","rape","Jan - Nov 2025",41,32,-21.9512195121951,36,31,20,-44.4444444444444,-35.4838709677419,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","robbery","Jan - Nov 2025",169,166,-1.77514792899408,154,155,147,-4.54545454545455,-5.16129032258065,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","theft","Jan - Nov 2025",1196,1212,1.33779264214047,1100,1093,1182,7.45454545454545,8.14272644098811,103463,1,"2026-01-19 09:07:50 EST"
"El Monte","California","violent_crime","Jan - Nov 2025",437,432,-1.1441647597254,392,409,397,1.27551020408163,-2.93398533007335,103463,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","aggravated_assault","Jan - Nov 2025",1642,1625,-1.0353227771011,1512,1485,1336,-11.6402116402116,-10.03367003367,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","burglary","Jan - Nov 2025",1064,958,-9.96240601503759,965,866,699,-27.5647668393782,-19.284064665127,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","motor_vehicle_theft","Jan - Nov 2025",2340,1914,-18.2051282051282,2094,1761,1668,-20.3438395415473,-5.28109028960818,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","murder","Jan - Nov 2025",35,20,-42.8571428571429,33,19,26,-21.2121212121212,36.8421052631579,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","property_crime","Jan - Nov 2025",10976,10167,-7.37062682215744,10000,9316,8302,-16.98,-10.8844997853156,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","rape","Jan - Nov 2025",280,9,-96.7857142857143,260,8,219,-15.7692307692308,2637.5,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","robbery","Jan - Nov 2025",325,254,-21.8461538461538,305,233,210,-31.1475409836066,-9.87124463519313,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","theft","Jan - Nov 2025",7572,7295,-3.65821447437929,6941,6689,5935,-14.4935888200547,-11.272238002691,676665,1,"2026-01-19 09:07:50 EST"
"El Paso","Texas","violent_crime","Jan - Nov 2025",2282,1908,-16.3891323400526,2110,1745,1791,-15.1184834123223,2.63610315186246,676665,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","aggravated_assault","Jan - Nov 2025",416,445,6.97115384615385,372,404,474,27.4193548387097,17.3267326732673,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","burglary","Jan - Nov 2025",469,433,-7.67590618336887,436,399,309,-29.1284403669725,-22.5563909774436,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","motor_vehicle_theft","Jan - Nov 2025",486,442,-9.05349794238683,446,406,216,-51.5695067264574,-46.7980295566502,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","murder","Jan - Nov 2025",10,8,-20,7,7,12,71.4285714285714,71.4285714285714,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","property_crime","Jan - Nov 2025",3037,2912,-4.11590385248601,2799,2689,1889,-32.5116112897463,-29.7508367422834,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","rape","Jan - Nov 2025",132,111,-15.9090909090909,124,103,104,-16.1290322580645,0.970873786407767,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","robbery","Jan - Nov 2025",27,40,48.1481481481481,26,36,25,-3.84615384615385,-30.5555555555556,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","theft","Jan - Nov 2025",2082,2037,-2.16138328530259,1917,1884,1364,-28.8471570161711,-27.6008492569002,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Colorado","violent_crime","Jan - Nov 2025",585,604,3.24786324786325,529,550,615,16.2570888468809,11.8181818181818,207095,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","aggravated_assault","Jan - Nov 2025",277,267,-3.6101083032491,266,247,204,-23.3082706766917,-17.4089068825911,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","burglary","Jan - Nov 2025",173,150,-13.2947976878613,164,134,126,-23.1707317073171,-5.97014925373134,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","motor_vehicle_theft","Jan - Nov 2025",222,163,-26.5765765765766,205,146,159,-22.4390243902439,8.9041095890411,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","murder","Jan - Nov 2025",7,7,0,7,7,8,14.2857142857143,14.2857142857143,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","property_crime","Jan - Nov 2025",1012,956,-5.53359683794466,945,852,824,-12.8042328042328,-3.28638497652582,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","rape","Jan - Nov 2025",29,32,10.3448275862069,29,32,44,51.7241379310345,37.5,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","robbery","Jan - Nov 2025",20,22,10,18,20,22,22.2222222222222,10,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","theft","Jan - Nov 2025",617,643,4.21393841166937,576,572,539,-6.42361111111111,-5.76923076923077,116599,1,"2026-01-19 09:07:50 EST"
"El Paso County","Texas","violent_crime","Jan - Nov 2025",333,328,-1.5015015015015,320,306,278,-13.125,-9.15032679738562,116599,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","aggravated_assault","Jan - Nov 2025",439,362,-17.5398633257403,418,346,315,-24.6411483253589,-8.95953757225434,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","burglary","Jan - Nov 2025",267,205,-23.2209737827715,249,189,144,-42.1686746987952,-23.8095238095238,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","motor_vehicle_theft","Jan - Nov 2025",837,833,-0.4778972520908,758,780,640,-15.5672823218997,-17.948717948718,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","murder","Jan - Nov 2025",10,5,-50,10,4,1,-90,-75,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","property_crime","Jan - Nov 2025",3985,3681,-7.62860727728984,3564,3394,3184,-10.662177328844,-6.18738951090159,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","rape","Jan - Nov 2025",44,44,0,41,42,35,-14.6341463414634,-16.6666666666667,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","robbery","Jan - Nov 2025",252,156,-38.0952380952381,227,147,99,-56.3876651982379,-32.6530612244898,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","theft","Jan - Nov 2025",2881,2643,-8.26102047900035,2557,2425,2400,-6.14000782166601,-1.03092783505155,133578,1,"2026-01-19 09:07:50 EST"
"Elizabeth","New Jersey","violent_crime","Jan - Nov 2025",745,567,-23.8926174496644,696,539,450,-35.3448275862069,-16.5120593692022,133578,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","aggravated_assault","Jan - Nov 2025",218,213,-2.29357798165138,200,197,154,-23,-21.8274111675127,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","burglary","Jan - Nov 2025",253,205,-18.9723320158103,229,184,164,-28.3842794759825,-10.8695652173913,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","motor_vehicle_theft","Jan - Nov 2025",227,226,-0.440528634361234,206,214,132,-35.9223300970874,-38.3177570093458,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","murder","Jan - Nov 2025",1,3,200,1,3,7,600,133.333333333333,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","property_crime","Jan - Nov 2025",2160,2246,3.98148148148148,1967,2008,1955,-0.610066090493137,-2.6394422310757,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","rape","Jan - Nov 2025",27,36,33.3333333333333,24,34,26,8.33333333333333,-23.5294117647059,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","robbery","Jan - Nov 2025",92,90,-2.17391304347826,86,79,79,-8.13953488372093,0,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","theft","Jan - Nov 2025",1680,1815,8.03571428571429,1532,1610,1659,8.28981723237598,3.04347826086957,177976,1,"2026-01-19 09:07:50 EST"
"Elk Grove","California","violent_crime","Jan - Nov 2025",338,342,1.18343195266272,311,313,266,-14.4694533762058,-15.0159744408946,177976,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","aggravated_assault","Jan - Oct 2025",508,387,-23.8188976377953,425,326,289,-32,-11.3496932515337,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","burglary","Jan - Oct 2025",334,303,-9.2814371257485,274,259,179,-34.6715328467153,-30.8880308880309,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","motor_vehicle_theft","Jan - Oct 2025",199,158,-20.6030150753769,159,132,96,-39.622641509434,-27.2727272727273,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","murder","Jan - Oct 2025",5,1,-80,5,0,2,-60,Inf,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","rape","Jan - Oct 2025",72,46,-36.1111111111111,63,40,21,-66.6666666666667,-47.5,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","robbery","Jan - Oct 2025",48,41,-14.5833333333333,40,40,12,-70,-70,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","theft","Jan - Oct 2025",1135,938,-17.3568281938326,956,815,662,-30.7531380753138,-18.7730061349693,53773,1,"2026-01-19 09:07:50 EST"
"Elkhart","Indiana","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,53773,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","aggravated_assault","Jan - Nov 2025",65,118,81.5384615384615,59,115,59,0,-48.695652173913,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","burglary","Jan - Nov 2025",161,110,-31.6770186335404,153,96,93,-39.2156862745098,-3.125,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","motor_vehicle_theft","Jan - Nov 2025",60,49,-18.3333333333333,53,46,68,28.3018867924528,47.8260869565217,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","murder","Jan - Nov 2025",3,2,-33.3333333333333,3,2,1,-66.6666666666667,-50,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","property_crime","Jan - Nov 2025",787,798,1.39771283354511,717,713,680,-5.16039051603905,-4.62833099579243,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","rape","Jan - Nov 2025",20,25,25,18,22,23,27.7777777777778,4.54545454545455,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","robbery","Jan - Nov 2025",31,15,-51.6129032258064,29,13,12,-58.6206896551724,-7.69230769230769,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","theft","Jan - Nov 2025",566,639,12.8975265017668,511,571,519,1.56555772994129,-9.10683012259194,53024,1,"2026-01-19 09:07:50 EST"
"Elyria","Ohio","violent_crime","Jan - Nov 2025",119,160,34.453781512605,109,152,95,-12.8440366972477,-37.5,53024,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","aggravated_assault","Jan - Nov 2025",170,203,19.4117647058824,160,188,182,13.75,-3.19148936170213,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","burglary","Jan - Nov 2025",379,318,-16.0949868073879,354,286,279,-21.1864406779661,-2.44755244755245,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","motor_vehicle_theft","Jan - Nov 2025",84,77,-8.33333333333333,74,70,55,-25.6756756756757,-21.4285714285714,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","murder","Jan - Nov 2025",1,0,-100,1,0,2,100,Inf,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","property_crime","Jan - Nov 2025",1436,1201,-16.3649025069638,1301,1103,1000,-23.1360491929285,-9.33816863100635,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","rape","Jan - Nov 2025",53,52,-1.88679245283019,49,49,63,28.5714285714286,28.5714285714286,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","robbery","Jan - Nov 2025",9,16,77.7777777777778,9,14,11,22.2222222222222,-21.4285714285714,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","theft","Jan - Nov 2025",973,806,-17.1634121274409,873,747,666,-23.7113402061856,-10.8433734939759,50168,1,"2026-01-19 09:07:50 EST"
"Enid","Oklahoma","violent_crime","Jan - Nov 2025",233,271,16.3090128755365,219,251,258,17.8082191780822,2.78884462151394,50168,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","aggravated_assault","Jan - Nov 2025",331,242,-26.8882175226586,307,227,199,-35.1791530944625,-12.3348017621145,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","burglary","Jan - Nov 2025",189,182,-3.7037037037037,172,172,147,-14.5348837209302,-14.5348837209302,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","motor_vehicle_theft","Jan - Nov 2025",154,108,-29.8701298701299,135,101,100,-25.9259259259259,-0.99009900990099,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","murder","Jan - Nov 2025",13,5,-61.5384615384615,13,4,3,-76.9230769230769,-25,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","property_crime","Jan - Nov 2025",1750,1818,3.88571428571429,1605,1684,1745,8.72274143302181,3.62232779097387,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","rape","Jan - Nov 2025",50,38,-24,48,38,38,-20.8333333333333,0,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","robbery","Jan - Nov 2025",81,62,-23.4567901234568,72,54,35,-51.3888888888889,-35.1851851851852,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","theft","Jan - Nov 2025",1407,1528,8.5998578535892,1298,1411,1498,15.4083204930663,6.16583982990787,92920,1,"2026-01-19 09:07:50 EST"
"Erie","Pennsylvania","violent_crime","Jan - Nov 2025",475,347,-26.9473684210526,440,323,275,-37.5,-14.8606811145511,92920,1,"2026-01-19 09:07:50 EST"
"Escondido","California","aggravated_assault","Jan - Nov 2025",421,448,6.41330166270784,398,419,358,-10.0502512562814,-14.5584725536993,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","burglary","Jan - Nov 2025",329,288,-12.4620060790274,299,263,207,-30.7692307692308,-21.2927756653992,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","motor_vehicle_theft","Jan - Nov 2025",350,289,-17.4285714285714,323,264,202,-37.4613003095975,-23.4848484848485,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","murder","Jan - Nov 2025",2,2,0,2,2,3,50,50,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","property_crime","Jan - Nov 2025",2358,2373,0.636132315521628,2158,2167,1901,-11.9091751621872,-12.27503461006,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","rape","Jan - Nov 2025",56,43,-23.2142857142857,50,39,45,-10,15.3846153846154,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","robbery","Jan - Nov 2025",130,165,26.9230769230769,118,160,101,-14.406779661017,-36.875,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","theft","Jan - Nov 2025",1679,1796,6.96843359142347,1536,1640,1492,-2.86458333333333,-9.02439024390244,149837,1,"2026-01-19 09:07:50 EST"
"Escondido","California","violent_crime","Jan - Nov 2025",609,658,8.04597701149425,568,620,507,-10.7394366197183,-18.2258064516129,149837,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","aggravated_assault","Jan - Nov 2025",77,58,-24.6753246753247,75,56,15,-80,-73.2142857142857,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","burglary","Jan - Nov 2025",82,52,-36.5853658536585,75,48,62,-17.3333333333333,29.1666666666667,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","motor_vehicle_theft","Jan - Nov 2025",386,207,-46.3730569948187,363,199,161,-55.6473829201102,-19.0954773869347,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","murder","Jan - Nov 2025",5,7,40,4,5,1,-75,-80,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","property_crime","Jan - Nov 2025",1056,719,-31.9128787878788,990,687,616,-37.7777777777778,-10.334788937409,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","rape","Jan - Nov 2025",13,20,53.8461538461538,13,18,14,7.69230769230769,-22.2222222222222,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","robbery","Jan - Nov 2025",48,38,-20.8333333333333,46,37,21,-54.3478260869565,-43.2432432432432,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","theft","Jan - Nov 2025",588,460,-21.7687074829932,552,440,393,-28.804347826087,-10.6818181818182,48170,1,"2026-01-19 09:07:50 EST"
"Euclid","Ohio","violent_crime","Jan - Nov 2025",143,123,-13.986013986014,138,116,51,-63.0434782608696,-56.0344827586207,48170,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","aggravated_assault","Jan - Nov 2025",356,330,-7.30337078651685,326,303,342,4.9079754601227,12.8712871287129,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","burglary","Jan - Nov 2025",898,853,-5.01113585746102,813,779,534,-34.3173431734317,-31.4505776636714,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","motor_vehicle_theft","Jan - Nov 2025",721,590,-18.1692094313454,682,548,359,-47.3607038123167,-34.4890510948905,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","murder","Jan - Nov 2025",4,2,-50,4,2,2,-50,0,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","property_crime","Jan - Nov 2025",5793,5861,1.17383048506819,5315,5332,4596,-13.5277516462841,-13.8034508627157,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","rape","Jan - Nov 2025",70,83,18.5714285714286,67,77,97,44.7761194029851,25.974025974026,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","robbery","Jan - Nov 2025",139,127,-8.63309352517986,122,121,118,-3.27868852459016,-2.47933884297521,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","theft","Jan - Nov 2025",4174,4418,5.84571154767609,3820,4005,3703,-3.06282722513089,-7.54057428214732,178191,1,"2026-01-19 09:07:50 EST"
"Eugene","Oregon","violent_crime","Jan - Nov 2025",569,542,-4.74516695957821,519,503,559,7.70712909441233,11.1332007952286,178191,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","aggravated_assault","Jan - Nov 2025",74,62,-16.2162162162162,64,56,46,-28.125,-17.8571428571429,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","burglary","Jan - Nov 2025",116,108,-6.89655172413793,109,102,68,-37.6146788990826,-33.3333333333333,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","motor_vehicle_theft","Jan - Nov 2025",160,149,-6.875,145,143,80,-44.8275862068966,-44.0559440559441,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","murder","Jan - Nov 2025",0,1,Inf,0,1,1,Inf,0,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","property_crime","Jan - Nov 2025",1250,1246,-0.32,1156,1149,956,-17.3010380622837,-16.7972149695387,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","rape","Jan - Nov 2025",27,21,-22.2222222222222,24,19,29,20.8333333333333,52.6315789473684,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","robbery","Jan - Nov 2025",20,27,35,19,27,12,-36.8421052631579,-55.5555555555556,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","theft","Jan - Nov 2025",974,989,1.54004106776181,902,904,808,-10.4212860310421,-10.6194690265487,59722,1,"2026-01-19 09:07:50 EST"
"Euless","Texas","violent_crime","Jan - Nov 2025",121,111,-8.26446280991736,107,103,88,-17.7570093457944,-14.5631067961165,59722,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","aggravated_assault","Jan - Oct 2025",41,41,0,34,36,26,-23.5294117647059,-27.7777777777778,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","burglary","Jan - Oct 2025",264,335,26.8939393939394,185,313,231,24.8648648648649,-26.1980830670927,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","motor_vehicle_theft","Jan - Oct 2025",294,177,-39.7959183673469,214,158,117,-45.3271028037383,-25.9493670886076,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","murder","Jan - Oct 2025",1,0,-100,1,0,0,-100,NA,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","rape","Jan - Oct 2025",22,25,13.6363636363636,17,21,19,11.7647058823529,-9.52380952380952,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","robbery","Jan - Oct 2025",63,41,-34.9206349206349,52,36,15,-71.1538461538462,-58.3333333333333,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","theft","Jan - Oct 2025",1798,1530,-14.9054505005562,1534,1269,1212,-20.9908735332464,-4.49172576832151,74413,1,"2026-01-19 09:07:50 EST"
"Evanston","Illinois","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,74413,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","aggravated_assault","Jan - Oct 2025",1071,1213,13.2586367880486,875,1020,886,1.25714285714286,-13.1372549019608,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","burglary","Jan - Oct 2025",556,591,6.29496402877698,459,511,352,-23.3115468409586,-31.1154598825832,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","motor_vehicle_theft","Jan - Oct 2025",430,398,-7.44186046511628,350,328,220,-37.1428571428571,-32.9268292682927,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","murder","Jan - Oct 2025",11,12,9.09090909090909,9,11,5,-44.4444444444444,-54.5454545454545,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","property_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","rape","Jan - Oct 2025",155,106,-31.6129032258064,123,91,95,-22.7642276422764,4.3956043956044,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","robbery","Jan - Oct 2025",76,65,-14.4736842105263,66,57,54,-18.1818181818182,-5.26315789473684,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","theft","Jan - Oct 2025",3229,3241,0.371632084236606,2670,2708,2238,-16.1797752808989,-17.3559822747415,114950,1,"2026-01-19 09:07:50 EST"
"Evansville","Indiana","violent_crime","Jan - Oct 2025",0,0,NA,0,0,0,NA,NA,114950,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","aggravated_assault","Jan - Nov 2025",154,145,-5.84415584415584,144,134,81,-43.75,-39.5522388059701,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","burglary","Jan - Nov 2025",67,58,-13.4328358208955,57,56,39,-31.578947368421,-30.3571428571429,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","motor_vehicle_theft","Jan - Nov 2025",89,77,-13.4831460674157,86,67,55,-36.046511627907,-17.910447761194,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","murder","Jan - Nov 2025",0,0,NA,0,0,0,NA,NA,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","property_crime","Jan - Nov 2025",672,680,1.19047619047619,626,616,567,-9.42492012779553,-7.95454545454545,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","rape","Jan - Nov 2025",22,24,9.09090909090909,20,21,15,-25,-28.5714285714286,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","robbery","Jan - Nov 2025",15,11,-26.6666666666667,11,11,8,-27.2727272727273,-27.2727272727273,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","theft","Jan - Nov 2025",516,545,5.62015503875969,483,493,473,-2.0703933747412,-4.05679513184584,49740,1,"2026-01-19 09:07:50 EST"
"Everett","Massachusetts","violent_crime","Jan - Nov 2025",191,180,-5.75916230366492,175,166,104,-40.5714285714286,-37.3493975903614,49740,1,"2026-01-19 09:07:50 EST"
"Fairfax County","Virginia","aggravated_assault","Jan - Nov 2025",673,535,-20.5052005943536,613,513,648,5.70962479608483,26.3157894736842,1094031,1,"2026-01-19 09:07:50 EST"
"Fairfax County","Virginia","burglary","Jan - Nov 2025",691,500,-27.6410998552822,610,473,339,-44.4262295081967,-28.3298097251586,1094031,1,"2026-01-19 09:07:50 EST"
"Fairfax County","Virginia","motor_vehicle_theft","Jan - Nov 2025",1549,1252,-19.1736604260813,1437,1150,1022,-28.8796102992345,-11.1304347826087,1094031,1,"2026-01-19 09:07:50 EST"
