"agency_name","state_name","is_county","address","lat","long","population","source_type","source_method","state_ucr_link","national_sample"
"Minneapolis","Minnesota",FALSE,"Minneapolis, Minnesota",44.9772995,-93.2654692,428057,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Minnetonka","Minnesota",FALSE,"Minnetonka, Minnesota",44.9405086,-93.4638936,52294,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Mission Viejo","California",FALSE,"Mission Viejo, California",33.5965685,-117.659405,90944,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Mission","Texas",FALSE,"Mission, Texas",26.2159066,-98.3252932,89265,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Missoula","Montana",FALSE,"Missoula, Montana",46.8701049,-113.995267,79184,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Missouri City","Texas",FALSE,"Missouri City, Texas",29.6185669,-95.5377215,73502,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Mobile","Alabama",FALSE,"Mobile, Alabama",30.6913462,-88.0437509,255927,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Monterey Park","California",FALSE,"Monterey Park, California",34.051522,-118.129807,57293,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Monterey County","California",TRUE,"Monterey County, California",36.2231079,-121.387742,101058,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Montgomery County","Maryland",TRUE,"Montgomery County, Maryland",39.1406267,-77.2075612,924573,"Agency RMS","Open Source","https://data.montgomerycountymd.gov/Public-Safety/Crime/icn6-v9z3/explore/query/SELECT%0A%20%20%60incident_id%60%2C%0A%20%20%60offence_code%60%2C%0A%20%20%60case_number%60%2C%0A%20%20%60date%60%2C%0A%20%20%60start_date%60%2C%0A%20%20%60end_date%60%2C%0A%20%20%60nibrs_code%60%2C%0A%20%20%60victims%60%2C%0A%20%20%60crimename1%60%2C%0A%20%20%60crimename2%60%2C%0A%20%20%60crimename3%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60city%60%2C%0A%20%20%60state%60%2C%0A%20%20%60zip_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60place%60%2C%0A%20%20%60sector%60%2C%0A%20%20%60beat%60%2C%0A%20%20%60pra%60%2C%0A%20%20%60address_number%60%2C%0A%20%20%60street_prefix_dir%60%2C%0A%20%20%60address_street%60%2C%0A%20%20%60street_suffix_dir%60%2C%0A%20%20%60street_type%60%2C%0A%20%20%60latitude%60%2C%0A%20%20%60longitude%60%2C%0A%20%20%60police_district_number%60%2C%0A%20%20%60geolocation%60%0AORDER%20BY%20%60start_date%60%20DESC%20NULL%20FIRST/page/filter",TRUE
"Montgomery County","Texas",TRUE,"Montgomery County, Texas",30.301949,-95.5065944,622789,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",FALSE
"Moore","Oklahoma",FALSE,"Moore, Oklahoma",35.3383254,-97.4867045,64044,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Mooresville","North Carolina",FALSE,"Mooresville, North Carolina",35.5848596,-80.8100724,53489,"State UCR","Provided by State UCR Program","From NC",TRUE
"Mount Pleasant","South Carolina",FALSE,"Mount Pleasant, South Carolina",32.7940651,-79.8625851,96727,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Mount Prospect","Illinois",FALSE,"Mount Prospect, Illinois",42.0664167,-87.9372908,55157,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Mount Vernon","New York",FALSE,"Mount Vernon, New York",40.9125085,-73.8386504,71615,"Crime Data Explorer","Open Source","https://www.cmvny.com/518/Annual-Reports-Monthly-Crime-Stats-Histo",FALSE
"Mountain View","California",FALSE,"Mountain View, California",37.3893889,-122.0832101,88504,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Muncie","Indiana",FALSE,"Muncie, Indiana",40.1936892,-85.3865271,65375,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",TRUE
"Murfreesboro","Tennessee",FALSE,"Murfreesboro, Tennessee",35.8460396,-86.3921096,172248,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Murrieta","California",FALSE,"Murrieta, California",33.560832,-117.210656,112892,"Agency Aggregated","Open Source","https://www.murrietaca.gov/759/Police-Activity-Reports",TRUE
"Nampa","Idaho",FALSE,"Nampa, Idaho",43.5780381,-116.5616885,121713,"State UCR","Open Source","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",FALSE
"Napa","California",FALSE,"Napa, California",38.4898675,-122.3218414,76328,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Nashua","New Hampshire",FALSE,"Nashua, New Hampshire",42.7656251,-71.4677032,92016,"State UCR","Open Source","https://crimestats.dos.nh.gov/",FALSE
"Nashville","Tennessee",FALSE,"Nashville, Tennessee",36.1622767,-86.7742984,718499,"Crime Data Explorer","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Nassau County","New York",TRUE,"Nassau County, New York",40.7352994,-73.5615778,1091921,"Agency Aggregated","Provided by Agency","From Nassau County",FALSE
"National City","California",FALSE,"National City, California",32.6781085,-117.0991967,57748,"Agency Aggregated","Open Source","https://crimestats.arjis.org/default.aspx",TRUE
"New Bedford","Massachusetts",FALSE,"New Bedford, Massachusetts",41.6362152,-70.934205,101139,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"New Braunfels","Texas",FALSE,"New Braunfels, Texas",29.7028266,-98.1257348,96032,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"New Britain","Connecticut",FALSE,"New Britain, Connecticut",41.6612104,-72.7795419,76622,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"New Hanover County","North Carolina",TRUE,"New Hanover County, North Carolina",34.2751052,-77.8818627,108399,"State UCR","Provided by State UCR Program","From NC",TRUE
"New Haven","Connecticut",FALSE,"New Haven, Connecticut",41.3082138,-72.9250518,139715,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"New Orleans","Louisiana",FALSE,"New Orleans, Louisiana",29.9561422,-90.0733934,360272,"Agency RMS","Open Source","https://data.nola.gov/Public-Safety-and-Preparedness/Electronic-Police-Report-2024/c5iy-ew8n/explore/query/SELECT%0A%20%20%60item_number%60%2C%0A%20%20%60district%60%2C%0A%20%20%60location%60%2C%0A%20%20%60disposition%60%2C%0A%20%20%60signal_type%60%2C%0A%20%20%60signal_description%60%2C%0A%20%20%60occurred_date_time%60%2C%0A%20%20%60charge_code%60%2C%0A%20%20%60charge_description%60%2C%0A%20%20%60offender_number%60%2C%0A%20%20%60offenderid%60%2C%0A%20%20%60offenderstatus%60%2C%0A%20%20%60offender_race%60%2C%0A%20%20%60offender_gender%60%2C%0A%20%20%60offender_age%60%2C%0A%20%20%60victim_number%60%2C%0A%20%20%60persontype%60%2C%0A%20%20%60victim_race%60%2C%0A%20%20%60victim_gender%60%2C%0A%20%20%60victim_age%60%2C%0A%20%20%60victim_fatal_status%60%2C%0A%20%20%60hate_crime%60%2C%0A%20%20%60report_type%60/page/filter",TRUE
"New Rochelle","New York",FALSE,"New Rochelle, New York",40.9115386,-73.7826363,86892,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"New York City","New York",FALSE,"New York City, New York",40.7127281,-74.0060152,8496850,"Agency Aggregated","Open Source","https://compstat.nypdonline.org/",TRUE
"Newark","New Jersey",FALSE,"Newark, New Jersey",40.735657,-74.1723667,318638,"Crime Data Explorer","Open Source","https://www.newarkpublicsafety.org/npd/crime-statistics/",TRUE
"Newark","Ohio",FALSE,"Newark, Ohio",40.0581205,-82.4012643,51776,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Newport Beach","California",FALSE,"Newport Beach, California",33.6170092,-117.9294401,82431,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Newport News","Virginia",FALSE,"Newport News, Virginia",36.9775016,-76.42977,182798,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",FALSE
"Newton","Massachusetts",FALSE,"Newton, Massachusetts",42.3300435,-71.194862,90939,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Noblesville","Indiana",FALSE,"Noblesville, Indiana",40.0460881,-86.0139854,76565,"Crime Data Explorer","Open Source","https://cde.state.mn.us/",TRUE
"Norfolk","Virginia",FALSE,"Norfolk, Virginia",36.8493695,-76.2899539,230068,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",FALSE
"Normal","Illinois",FALSE,"Normal, Illinois",40.5092961,-88.9843937,53374,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Norman","Oklahoma",FALSE,"Norman, Oklahoma",35.2225717,-97.4394816,131728,"Agency RMS","Open Source","https://www.normanok.gov/public-safety/police-department/open-data-portal/offenses",FALSE
"North Bergen Township","New Jersey",FALSE,"North Bergen Township, New Jersey",40.2869637,-74.41158,61290,"Agency Aggregated","Open Source","http://www.northbergenpolice.com/report/datasets/crime-statistics/",TRUE
"North Charleston","South Carolina",FALSE,"North Charleston, South Carolina",32.8546197,-79.9748103,96757,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"North Las Vegas","Nevada",FALSE,"North Las Vegas, Nevada",36.2005191,-115.1214745,302881,"State UCR","Open Source","https://nevadacrimestats.nv.gov/public/View/dispview.aspx",FALSE
"North Little Rock","Arkansas",FALSE,"North Little Rock, Arkansas",34.769536,-92.2670941,64455,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"North Richland Hills","Texas",FALSE,"North Richland Hills, Texas",32.8342952,-97.2289029,71725,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Norwalk","Connecticut",FALSE,"Norwalk, Connecticut",41.1175966,-73.4078968,94366,"State UCR","Open Source","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx",FALSE
"Novato","California",FALSE,"Novato, California",38.1061979,-122.5681191,52105,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Novi","Michigan",FALSE,"Novi, Michigan",42.48059,-83.4754913,68068,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"O'Fallon","Missouri",FALSE,"O'Fallon, Missouri",38.7902503,-90.7033292,96304,"State UCR","Open Source","https://showmecrime.mo.gov/",TRUE
"Oak Lawn","Illinois",FALSE,"Oak Lawn, Illinois",41.7108662,-87.7581081,56136,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Oceanside","California",FALSE,"Oceanside, California",33.1958696,-117.379483,170168,"Agency Aggregated","Open Source","https://crimestats.arjis.org/default.aspx",TRUE
"Odessa","Texas",FALSE,"Odessa, Texas",31.8457149,-102.367687,116665,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Ogden","Utah",FALSE,"Ogden, Utah",41.2230048,-111.9738429,89001,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"Oklahoma City","Oklahoma",FALSE,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,543998,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Omaha","Nebraska",FALSE,"Omaha, Nebraska",41.2587459,-95.9383758,488395,"Agency Aggregated","Open Source","https://police.cityofomaha.org/opd-crime-statistics",TRUE
"Onslow County","North Carolina",TRUE,"Onslow County, North Carolina",34.6927161,-77.3865474,130093,"State UCR","Provided by State UCR Program","From NC",TRUE
"Orem","Utah",FALSE,"Orem, Utah",40.2981599,-111.6944313,96209,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",TRUE
"Oshkosh","Wisconsin",FALSE,"Oshkosh, Wisconsin",44.0206919,-88.5408574,67327,"State UCR","Open Source","https://www.oshkoshpd.com/MonthlyCrimeStats/Default.aspx",TRUE
"Ottawa County","Michigan",TRUE,"Ottawa County, Michigan",42.9547143,-85.9827867,263814,"State UCR","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",FALSE
"Owensboro","Kentucky",FALSE,"Owensboro, Kentucky",37.7742152,-87.1133304,60774,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",FALSE
"Oxnard","California",FALSE,"Oxnard, California",34.1976308,-119.180381,200296,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Palatine","Illinois",FALSE,"Palatine, Illinois",42.1105502,-88.0434304,65532,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Palo Alto","California",FALSE,"Palo Alto, California",37.4443293,-122.1598465,67491,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Parker","Colorado",FALSE,"Parker, Colorado",39.5184514,-104.7612638,67244,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",FALSE
"Parker County","Texas",TRUE,"Parker County, Texas",32.7772598,-97.8045599,121108,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Parma","Ohio",FALSE,"Parma, Ohio",41.3822398,-81.7355692,78925,"State UCR","Provided by State UCR Program","https://ocjs.ohio.gov/",FALSE
"Pasadena","California",FALSE,"Pasadena, California",34.1476507,-118.144155,136663,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Pasadena","Texas",FALSE,"Pasadena, Texas",29.6910753,-95.2092076,149168,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Paterson","New Jersey",FALSE,"Paterson, New Jersey",40.9167654,-74.171811,160567,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Paulding County","Georgia",TRUE,"Paulding County, Georgia",33.8908526,-84.8569161,172495,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Pawtucket","Rhode Island",FALSE,"Pawtucket, Rhode Island",41.8789531,-71.3821203,77252,"State UCR","Open Source","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Peabody","Massachusetts",FALSE,"Peabody, Massachusetts",42.5278731,-70.9286609,55523,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Pearland","Texas",FALSE,"Pearland, Texas",29.5639758,-95.2864299,116191,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Peoria","Arizona",FALSE,"Peoria, Arizona",33.5806115,-112.237294,201962,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Petaluma","California",FALSE,"Petaluma, California",38.2325829,-122.636465,59305,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Pflugerville","Texas",FALSE,"Pflugerville, Texas",30.4393696,-97.6200043,66958,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Pharr","Texas",FALSE,"Pharr, Texas",26.1947962,-98.1836216,81470,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Philadelphia","Pennsylvania",FALSE,"Philadelphia, Pennsylvania",39.9527237,-75.1635262,1562379,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Phoenix","Arizona",FALSE,"Phoenix, Arizona",33.4484367,-112.074141,1688662,"Agency RMS","Open Source","https://www.phoenix.gov/administration/departments/police/crime-stats-data/crime-stats-maps.html",TRUE
"Pima County","Arizona",TRUE,"Pima County, Arizona",32.1112624,-111.6546163,366196,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",TRUE
"Pinal County","Arizona",TRUE,"Pinal County, Arizona",32.8085851,-111.4426212,245258,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Pittsburgh","Pennsylvania",FALSE,"Pittsburgh, Pennsylvania",40.4406968,-80.0025666,306794,"Agency RMS","Open Source","https://data.wprdc.org/dataset/monthly-criminal-activity-dashboard/resource/bd41992a-987a-4cca-8798-fbe1cd946b07",TRUE
"Pittsfield","Massachusetts",FALSE,"Pittsfield, Massachusetts",42.4484778,-73.2541069,42944,"Agency Aggregated","Provided by Agency","From Pittsfield PD",FALSE
"Placer County","California",TRUE,"Placer County, California",39.1012064,-120.7650606,125475,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Plano","Texas",FALSE,"Plano, Texas",33.0136764,-96.6925096,289301,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Pleasanton","California",FALSE,"Pleasanton, California",37.6624312,-121.8746789,74698,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Plymouth","Massachusetts",FALSE,"Plymouth, Massachusetts",41.9426657,-70.7618592,67967,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",FALSE
"Plymouth","Minnesota",FALSE,"Plymouth, Minnesota",45.0065149,-93.46651,77963,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Pocatello","Idaho",FALSE,"Pocatello, Idaho",42.8620287,-112.450627,58690,"State UCR","Open Source","https://nibrs.isp.idaho.gov/CrimeInIdaho/AdvancedSearch/AdvancedSearch",TRUE
"Pomona","California",FALSE,"Pomona, California",34.0553813,-117.7517496,147214,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Pontiac","Michigan",FALSE,"Pontiac, Michigan",42.6389216,-83.2910468,61871,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Port Arthur","Texas",FALSE,"Port Arthur, Texas",29.8716577,-93.9332302,55661,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Port St Lucie","Florida",FALSE,"Port St Lucie, Florida",27.2939333,-80.3503283,273427,"Agency RMS","Agency RMS","Sent by Port St Lucie",TRUE
"Porterville","California",FALSE,"Porterville, California",36.06523,-119.0167679,63646,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Portland","Oregon",FALSE,"Portland, Oregon",45.5202471,-122.674194,628991,"Agency Aggregated","Open Source","https://public.tableau.com/app/profile/portlandpolicebureau/viz/New_Monthly_Neighborhood/MonthlyOffenseTotals",TRUE
"Portsmouth","Virginia",FALSE,"Portsmouth, Virginia",36.8320081,-76.297699,96362,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Prescott Valley","Arizona",FALSE,"Prescott Valley, Arizona",34.5950776,-112.3338634,52622,"State UCR","Open Source","https://azcrimestatistics.azdps.gov/",FALSE
"Prince George's County","Maryland",TRUE,"Prince George's County, Maryland",38.803929,-76.8518695,741477,"Agency RMS","Open Source","https://data.princegeorgescountymd.gov/browse?category=Public+Safety&sortBy=relevance&page=1&pageSize=20",TRUE
"Prince William County","Virginia",TRUE,"Prince William County, Virginia",38.7389846,-77.5536743,492615,"State UCR","Provided by State UCR Program","From VA",TRUE
"Providence","Rhode Island",FALSE,"Providence, Rhode Island",41.8239891,-71.4128343,195376,"State UCR","Open Source","https://riucr.nibrs.com/AdvancedSearch/AdvancedSearch",FALSE
"Provo","Utah",FALSE,"Provo, Utah",40.2337289,-111.6587085,115576,"Crime Data Explorer","Open Source","https://bci.utah.gov/crime-in-utah-dashboards/",FALSE
"Pueblo","Colorado",FALSE,"Pueblo, Colorado",38.263995,-104.6141867,110981,"State UCR","Open Source","https://coloradocrimestats.state.co.us/public/View/dispview.aspx",FALSE
"Quincy","Massachusetts",FALSE,"Quincy, Massachusetts",42.2509914,-71.0037374,103649,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Racine","Wisconsin",FALSE,"Racine, Wisconsin",42.7313756,-87.7834769,78032,"State UCR","Provided by State UCR Program","From WI",TRUE
"Raleigh","North Carolina",FALSE,"Raleigh, North Carolina",35.7803977,-78.6390989,507048,"State UCR","Provided by State UCR Program","From NC",TRUE
"Rapid City","South Dakota",FALSE,"Rapid City, South Dakota",44.0806041,-103.228023,81185,"State UCR","Open Source","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch",FALSE
"Reading","Pennsylvania",FALSE,"Reading, Pennsylvania",40.335345,-75.9279495,99299,"State UCR","Open Source","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends",TRUE
"Redlands","California",FALSE,"Redlands, California",34.0550328,-117.1827445,74542,"Agency Aggregated","Provided by Agency","https://www.cityofredlands.org/police",FALSE
"Redmond","Washington",FALSE,"Redmond, Washington",47.6694141,-122.1238767,84564,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Redondo Beach","California",FALSE,"Redondo Beach, California",33.8398289,-118.3845942,67280,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Redwood City","California",FALSE,"Redwood City, California",37.4863239,-122.232523,82769,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Reno","Nevada",FALSE,"Reno, Nevada",39.5261788,-119.812658,286060,"State UCR","Open Source","https://nevadacrimestats.nv.gov/public/View/dispview.aspx",FALSE
"Revere","Massachusetts",FALSE,"Revere, Massachusetts",42.4084302,-71.0119948,60265,"State UCR","Provided by State UCR Program","https://www.mass.gov/crime-statistics",TRUE
"Richardson","Texas",FALSE,"Richardson, Texas",32.9481789,-96.7297206,75187,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Richland","Washington",FALSE,"Richland, Washington",46.2804298,-119.275205,65273,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Richmond","California",FALSE,"Richmond, California",37.9357576,-122.347748,115149,"Agency Aggregated","Open Source","https://www.ci.richmond.ca.us/4010/Crime-Statistics-Reports",TRUE
"Richmond","Virginia",FALSE,"Richmond, Virginia",37.5385087,-77.43428,235995,"Agency RMS","Open Source","https://apps.richmondgov.com/applications/CrimeInfo",TRUE
"Riverside","California",FALSE,"Riverside, California",33.9824949,-117.374238,325858,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Roanoke","Virginia",FALSE,"Roanoke, Virginia",37.270973,-79.9414313,97682,"Crime Data Explorer","Provided by State UCR Program","https://vsp.virginia.gov/",TRUE
"Rochester Hills","Michigan",FALSE,"Rochester Hills, Michigan",42.6583661,-83.1499322,75845,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Rochester","Minnesota",FALSE,"Rochester, Minnesota",44.0234387,-92.4630182,124142,"State UCR","Open Source","https://cde.state.mn.us/",TRUE
"Rochester","New York",FALSE,"Rochester, New York",43.157285,-77.615214,206391,"Agency RMS","Open Source","https://data-rpdny.opendata.arcgis.com/datasets/rpdny::rpd-part-i-crime-2011-to-present/explore",TRUE
"Rock Hill","South Carolina",FALSE,"Rock Hill, South Carolina",34.9248667,-81.0250784,76087,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Rockford","Illinois",FALSE,"Rockford, Illinois",42.2713945,-89.093966,147184,"State UCR","Open Source","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch",TRUE
"Rocklin","California",FALSE,"Rocklin, California",38.7907339,-121.2357828,75993,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Rockwall","Texas",FALSE,"Rockwall, Texas",32.8923464,-96.4066987,55108,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Rocky Mount","North Carolina",FALSE,"Rocky Mount, North Carolina",35.9423833,-77.7956949,39283,"State UCR","Provided by State UCR Program","From NC",TRUE
"Roseville","California",FALSE,"Roseville, California",38.7521235,-121.2880059,167225,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Roswell","Georgia",FALSE,"Roswell, Georgia",34.02332,-84.360022,92178,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Round Rock","Texas",FALSE,"Round Rock, Texas",30.5085915,-97.6788056,137413,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Rowlett","Texas",FALSE,"Rowlett, Texas",32.9029017,-96.56388,60831,"State UCR","Open Source","https://txucr.nibrs.com/SRSReport/CrimeTrends",TRUE
"Royal Oak","Michigan",FALSE,"Royal Oak, Michigan",42.4894801,-83.1446485,58300,"Crime Data Explorer","Open Source","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard",TRUE
"Rutherford County","Tennessee",TRUE,"Rutherford County, Tennessee",35.8563421,-86.4205249,108849,"State UCR","Open Source","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx",TRUE
"Sacramento","California",FALSE,"Sacramento, California",38.5810606,-121.493895,538389,"Agency RMS","Open Source","https://experience.arcgis.com/experience/cb5a65e7a67743778cd277c7e3761b5a",TRUE
"Sacramento County","California",TRUE,"Sacramento County, California",38.4732259,-121.2980707,602628,"Crime Data Explorer","Open Source","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend",TRUE
"Salem","Oregon",FALSE,"Salem, Oregon",44.9391565,-123.033121,150898,"State UCR","Open Source","https://www.oregon.gov/osp/pages/uniform-crime-reporting-data.aspx",FALSE
